[2020.11.23 10:19:05 / lib_ea_2.mqh:1962][lib_ea_2.mqh:1950] op_Post_Take_Position
[lib_ea_2.mqh:1955]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201123_101905).(tickets-data).log

[2020.11.23 10:19:05 / lib_ea_2.mqh:2111]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.11.23 11:10:01 / lib_ea_2.mqh:2416]	29238219	2020.11.23 04:10:00	75.976	75.97199999999999	75.96899999999999	75.96299999999999	75.98	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	0.02	-0.003	-0.001	-0.007	0.017	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	2	-1	-1	-1	2	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	61.36781	73.52045	66.83242	58.65718	63.32369	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	66.20587	65.27735	64.5625	63.10758	65.43096	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	2.03595	2.4596	1.23585	0.86	0.9266	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	2	2	2	2	2	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	
[2020.11.23 11:15:00 / lib_ea_2.mqh:2416]	29238244	2020.11.23 04:15:00	75.97199999999999	75.96899999999999	75.96299999999999	75.98	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	-0.003	-0.001	-0.007	0.017	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	-1	-1	-1	2	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	73.52045	66.83242	58.65718	63.32369	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	65.27735	64.5625	63.10758	65.43096	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	2.4596	1.23585	0.86	0.9266	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	2	2	2	2	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	
[2020.11.23 11:20:01 / lib_ea_2.mqh:2416]	29238264	2020.11.23 04:20:00	75.96899999999999	75.96299999999999	75.98	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-0.001	-0.007	0.017	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-1	-1	2	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	66.83242	58.65718	63.32369	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	64.5625	63.10758	65.43096	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	1.23585	0.86	0.9266	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	2	2	2	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	
[2020.11.23 11:25:04 / lib_ea_2.mqh:2416]	29238277	2020.11.23 04:25:00	75.96299999999999	75.98	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-0.007	0.017	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-1	2	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	58.65718	63.32369	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	63.10758	65.43096	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	0.86	0.9266	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	2	2	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	
[2020.11.23 11:29:59 / lib_ea_2.mqh:2416]	29238292	2020.11.23 04:30:00	75.98	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	0.017	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	2	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	63.32369	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	65.43096	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	0.9266	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	2	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	
[2020.11.23 11:34:59 / lib_ea_2.mqh:2416]	29238336	2020.11.23 04:35:00	75.977	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-0.004	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	-1	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	63.13798	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	64.67435999999999	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	0.73625	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	2	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	
[2020.11.23 11:40:00 / lib_ea_2.mqh:2416]	29238378	2020.11.23 04:40:00	75.958	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-0.02	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-2	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	61.21993	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	60.04555	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	1.0788	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	3	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	
[2020.11.23 11:44:59 / lib_ea_2.mqh:2416]	29238403	2020.11.23 04:45:00	75.985	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	0.027	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	3	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	61.96859	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	63.90938	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	1.4224	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	2	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	
[2020.11.23 11:50:00 / lib_ea_2.mqh:2416]	29238443	2020.11.23 04:50:00	76	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	0.016	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	2	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	66.28579999999999	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	65.84117999999999	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	1.83825	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	2	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	
[2020.11.23 11:54:59 / lib_ea_2.mqh:2416]	29238461	2020.11.23 04:55:00	75.98099999999999	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-0.018	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-2	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	60.56444	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	61.45523	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	1.6632	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	3	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	
[2020.11.23 11:59:59 / lib_ea_2.mqh:2416]	29238517	2020.11.23 05:00:00	75.983	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	0.003	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	1	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	65.88	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	61.73764	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	2.4056	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	3	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	
[2020.11.23 12:04:59 / lib_ea_2.mqh:2416]	29238548	2020.11.23 05:05:00	75.97499999999999	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	-0.007	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	-1	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	60.91732	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	59.89001	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	1.02	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	3	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	
[2020.11.23 12:10:01 / lib_ea_2.mqh:2416]	29238565	2020.11.23 05:10:00	75.96299999999999	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	-0.011	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	-2	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	56.61585	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	57.1877	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	0.4633	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	3	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	
[2020.11.23 12:14:59 / lib_ea_2.mqh:2416]	29238570	2020.11.23 05:15:00	75.962	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	75.926	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	0.001	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	0.016	1	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	2	52.72121	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	35.67757	56.96224	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	49.28308	0.4576	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	-0.148	4	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	4	
[2020.11.23 12:20:05 / lib_ea_2.mqh:2416]	29238587	2020.11.23 05:20:00	75.974	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	75.926	75.91800000000001	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	0.012	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	0.016	-0.007	2	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	2	-1	57.58794	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	35.67757	36.26907	59.0038	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	49.28308	47.78791	0.5959	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	-0.148	-0.3432	3	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	4	4	
[2020.11.23 12:25:05 / lib_ea_2.mqh:2416]	29238595	2020.11.23 05:25:00	75.95099999999999	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	75.926	75.91800000000001	75.935	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-0.023	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	0.016	-0.007	0.017	-3	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	2	-1	2	55.49756	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	35.67757	36.26907	34.55852	53.85007	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	49.28308	47.78791	51.10596	0.4471	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	-0.148	-0.3432	-0.234	5	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	4	4	3	
[2020.11.23 12:29:58 / lib_ea_2.mqh:2416]	29238605	2020.11.23 05:30:00	75.971	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	75.926	75.91800000000001	75.935	75.925	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	0.02	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	0.016	-0.007	0.017	-0.01	3	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	2	-1	2	-1	55.54426	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	35.67757	36.26907	34.55852	36.26694	57.26662	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	49.28308	47.78791	51.10596	49.1711	0.2465	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	-0.148	-0.3432	-0.234	-0.1547	4	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	4	4	3	4	
[2020.11.23 12:35:03 / lib_ea_2.mqh:2416]	29238627	2020.11.23 05:35:00	75.973	75.97	75.976	75.949	75.95	75.944	75.937	75.902	75.917	75.902	75.908	75.926	75.913	75.895	75.911	75.926	75.91800000000001	75.935	75.925	75.926	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	0.005	-0.004	0.007	-0.028	0.002	-0.006	-0.006	-0.036	0.012	-0.014	0.005	0.017	-0.012	-0.02	0.015	0.016	-0.007	0.017	-0.01	0.001	1	-1	1	-3	1	-1	-1	-4	2	-2	1	2	-2	-3	2	2	-1	2	-1	1	54.73836	53.26979	57.37195	52.61584	47.30936	48.09108	48.7564	44.86683	40.7446	41.71011	36.64856	34.47296	35.53393	26.61221	31.72134	35.67757	36.26907	34.55852	36.26694	31.54029	57.59705	56.90232	57.96962	51.88335	52.07949	50.77229	49.25404	42.55633	45.87657	43.24543	44.58365	48.42401	46.0005	42.87317	46.28976	49.28308	47.78791	51.10596	49.1711	49.37286	0.0924	0.0136	0.1143	-0.2106	-0.1881	-0.2025	-0.1859	-0.6084000000000001	-0.573	-0.3808	-0.46585	-0.5735	-0.6256	-0.7171999999999999	-0.448	-0.148	-0.3432	-0.234	-0.1547	-0.2745	3	4	3	5	5	5	5	6	5	6	5	4	5	5	5	4	4	3	4	4	
