[2020.11.26 11:00:08 / lib_ea_2.mqh:2506][lib_ea_2.mqh:2494] op_Post_Take_Position
[lib_ea_2.mqh:2499]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201126_110008).(tickets-data).log

[2020.11.26 11:00:08 / lib_ea_2.mqh:2694]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	num-up-bars	num-down-bars	up/down-ratio	price-max	BB.loc	prev-N-bar	price-min	BB.loc	prev-N-bar	
[2020.11.26 13:14:55 / lib_ea_2.mqh:3176]	29277186	2020.11.26 06:15:00	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	11	10	1.1	76.879	3	13	76.79300000000001	4	4	
[2020.11.26 13:19:53 / lib_ea_2.mqh:3176]	29277202	2020.11.26 06:20:00	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	10	11	0.909	76.879	3	14	76.79300000000001	4	5	
[2020.11.26 13:24:54 / lib_ea_2.mqh:3176]	29277215	2020.11.26 06:25:00	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	10	11	0.909	76.879	3	15	76.79300000000001	4	6	
[2020.11.26 13:29:54 / lib_ea_2.mqh:3176]	29277229	2020.11.26 06:30:00	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	10	11	0.909	76.879	3	16	76.79300000000001	4	7	
[2020.11.26 13:34:52 / lib_ea_2.mqh:3176]	29277238	2020.11.26 06:35:00	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	10	11	0.909	76.879	3	17	76.79300000000001	4	8	
[2020.11.26 13:39:53 / lib_ea_2.mqh:3176]	29277249	2020.11.26 06:40:00	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	3	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	9	12	0.75	76.879	3	18	76.791	5	1	
[2020.11.26 13:44:56 / lib_ea_2.mqh:3176]	29277255	2020.11.26 06:45:00	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	2	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	8	13	0.615	76.879	3	19	76.78700000000001	5	1	
[2020.11.26 13:50:07 / lib_ea_2.mqh:3176]	29277265	2020.11.26 06:50:00	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	3	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	8	13	0.615	76.879	3	20	76.78700000000001	5	1	
[2020.11.26 13:54:53 / lib_ea_2.mqh:3176]	29277274	2020.11.26 06:55:00	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	3	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	8	13	0.615	76.857	3	19	76.774	5	1	
[2020.11.26 13:59:55 / lib_ea_2.mqh:3176]	29277303	2020.11.26 07:00:00	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	-2	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	3	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	7	14	0.5	76.857	3	20	76.77	5	1	
[2020.11.26 14:04:54 / lib_ea_2.mqh:3176]	29277343	2020.11.26 07:05:00	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-1	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	3	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	8	13	0.615	76.846	3	20	76.77	5	2	
[2020.11.26 14:09:52 / lib_ea_2.mqh:3176]	29277359	2020.11.26 07:10:00	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-2	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	3	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	8	13	0.615	76.842	3	20	76.77	5	3	
[2020.11.26 14:14:52 / lib_ea_2.mqh:3176]	29277369	2020.11.26 07:15:00	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	76.77200000000001	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-0.004	-2	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	-1	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	37.7512	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	40.9242	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	-0.46455	4	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	8	13	0.615	76.828	4	20	76.77	5	4	
[2020.11.26 14:19:58 / lib_ea_2.mqh:3176]	29277382	2020.11.26 07:20:00	76.822	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	76.77200000000001	76.773	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	0.002	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-0.004	0.002	1	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	-1	1	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	37.7512	36.64721	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	40.9242	41.18749	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	-0.46455	-0.4224	4	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	9	12	0.75	76.827	5	10	76.77	5	5	
[2020.11.26 14:25:00 / lib_ea_2.mqh:3176]	29277403	2020.11.26 07:25:00	76.804	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	76.77200000000001	76.773	76.761	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-0.018	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-0.004	0.002	-0.011	-2	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	-1	1	-2	37.48282	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	37.7512	36.64721	35.89271	42.51157	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	40.9242	41.18749	38.99231	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	-0.46455	-0.4224	-0.47275	4	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	8	13	0.615	76.827	5	11	76.761	5	1	
[2020.11.26 14:29:54 / lib_ea_2.mqh:3176]	29277425	2020.11.26 07:30:00	76.79300000000001	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	76.77200000000001	76.773	76.761	76.758	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-0.011	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-0.004	0.002	-0.011	-0.004	-2	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	-1	1	-2	-1	37.3179	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	37.7512	36.64721	35.89271	37.22492	40.74442	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	40.9242	41.18749	38.99231	38.45299	-0.096	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	-0.46455	-0.4224	-0.47275	-0.2369	5	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	8	13	0.615	76.827	5	12	76.758	5	1	
[2020.11.26 14:34:52 / lib_ea_2.mqh:3176]	29277448	2020.11.26 07:35:00	76.821	76.825	76.801	76.801	76.798	76.79900000000001	76.827	76.801	76.791	76.78700000000001	76.792	76.774	76.77	76.783	76.77500000000001	76.77200000000001	76.773	76.761	76.758	76.762	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	0.028	0.002	-0.023	-0.001	-0.007	0.002	0.029	-0.026	-0.011	-0.005	0.005	-0.018	-0.003	0.011	-0.008	-0.004	0.002	-0.011	-0.004	0.005	3	1	-3	-1	-1	1	3	-3	-2	-1	1	-2	-1	2	-1	-1	1	-2	-1	1	42.28361	47.14059	47.48296	43.37044	39.23095	39.23072	39.17742	39.33866	32.90858	26.10188	24.37378	25.04992	25.00902	32.25787	37.43233	37.7512	36.64721	35.89271	37.22492	43.10683	46.68289	47.47447	43.40451	43.40451	42.89518	43.12934	49.26144	44.56463	42.90832	42.24719	43.39478	40.356	39.7056	42.85624	41.4531	40.9242	41.18749	38.99231	38.45299	39.62503	0.173	0.31515	0.07605000000000001	-0.0207	-0.0476	-0.08400000000000001	0.03175	-0.08964999999999999	-0.26855	-0.2862	-0.56985	-0.4318	-0.6708	-0.6344	-0.5494	-0.46455	-0.4224	-0.47275	-0.2369	-0.2542	4	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	9	12	0.75	76.827	5	13	76.75700000000001	5	1	
