[2020.11.26 11:00:08 / lib_ea_2.mqh:2506][lib_ea_2.mqh:2494] op_Post_Take_Position
[lib_ea_2.mqh:2499]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201126_110008).(tickets-data).log

[2020.11.26 11:00:08 / lib_ea_2.mqh:2694]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	num-up-bars	num-down-bars	up/down-ratio	price-max	BB.loc	prev-N-bar	price-min	BB.loc	prev-N-bar	
[2020.11.26 11:54:54 / lib_ea_2.mqh:3176]	29276854	2020.11.26 04:55:00	76.85599999999999	76.855	76.887	76.88200000000001	76.902	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	0.023	-0.001	0.032	0.003	0.021	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	3	-1	4	1	3	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	35.94328	37.38994	41.32793	45.67071	49.91949	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	46.43047	46.20767	53.69264	52.49134	56.58158	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	-0.1909	-0.3237	0.0539	0.0424	0.3107	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	4	4	2	2	1	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	10	11	0.909	76.902	2	15	76.788	5	5	
[2020.11.26 11:59:53 / lib_ea_2.mqh:3176]	29276903	2020.11.26 05:00:00	76.855	76.887	76.88200000000001	76.902	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	-0.001	0.032	0.003	0.021	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	-1	4	1	3	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	37.38994	41.32793	45.67071	49.91949	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	46.20767	53.69264	52.49134	56.58158	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	-0.3237	0.0539	0.0424	0.3107	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	4	2	2	1	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	10	11	0.909	76.902	2	16	76.788	5	6	
[2020.11.26 12:04:54 / lib_ea_2.mqh:3176]	29276929	2020.11.26 05:05:00	76.887	76.88200000000001	76.902	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	0.032	0.003	0.021	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	4	1	3	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	41.32793	45.67071	49.91949	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.69264	52.49134	56.58158	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	0.0539	0.0424	0.3107	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	2	2	1	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	11	10	1.1	76.902	2	17	76.788	5	7	
[2020.11.26 12:09:53 / lib_ea_2.mqh:3176]	29276958	2020.11.26 05:10:00	76.88200000000001	76.902	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	0.003	0.021	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	1	3	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	45.67071	49.91949	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	52.49134	56.58158	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	0.0424	0.3107	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	2	1	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	11	10	1.1	76.902	2	18	76.788	5	8	
[2020.11.26 12:14:54 / lib_ea_2.mqh:3176]	29276988	2020.11.26 05:15:00	76.902	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	0.021	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	3	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	49.91949	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	56.58158	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	0.3107	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	1	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	10	11	0.909	76.902	2	19	76.788	5	9	
[2020.11.26 12:19:58 / lib_ea_2.mqh:3176]	29277000	2020.11.26 05:20:00	76.88500000000001	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-0.017	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-2	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	51.35645	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	52.53472	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	0.0702	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	2	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	10	11	0.909	76.902	2	20	76.788	5	10	
[2020.11.26 12:25:05 / lib_ea_2.mqh:3176]	29277013	2020.11.26 05:25:00	76.899	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	0.015	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	2	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	55.34608	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	55.30581	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	0.5684	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	2	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	10	11	0.909	76.90000000000001	3	19	76.788	5	11	
[2020.11.26 12:29:53 / lib_ea_2.mqh:3176]	29277024	2020.11.26 05:30:00	76.88500000000001	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-0.015	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-2	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	54.25684	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	52.10382	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	0.4623	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	3	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	9	12	0.75	76.90000000000001	3	20	76.788	5	12	
[2020.11.26 12:34:53 / lib_ea_2.mqh:3176]	29277044	2020.11.26 05:35:00	76.86499999999999	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-0.02	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-3	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	49.42758	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	47.93087	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	0.19855	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	4	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	9	12	0.75	76.88500000000001	4	20	76.788	5	13	
[2020.11.26 12:39:54 / lib_ea_2.mqh:3176]	29277057	2020.11.26 05:40:00	76.84999999999999	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	-0.016	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	-2	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	45.1472	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	45.08051	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	-0.0432	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	4	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	9	12	0.75	76.879	3	6	76.788	5	14	
[2020.11.26 12:44:52 / lib_ea_2.mqh:3176]	29277061	2020.11.26 05:45:00	76.84099999999999	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-0.011	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-2	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	41.8991	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	43.44863	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	-0.1788	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	5	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	10	11	0.909	76.879	3	7	76.788	5	15	
[2020.11.26 12:49:55 / lib_ea_2.mqh:3176]	29277089	2020.11.26 05:50:00	76.803	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-0.04	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-4	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	41.83406	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.42715	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	-0.52215	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	6	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	10	11	0.909	76.879	3	8	76.788	5	16	
[2020.11.26 12:54:53 / lib_ea_2.mqh:3176]	29277104	2020.11.26 05:55:00	76.801	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-0.002	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	-1	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	37.51177	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	37.14197	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	-0.5053	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	6	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	10	11	0.909	76.879	3	9	76.788	5	17	
[2020.11.26 12:59:54 / lib_ea_2.mqh:3176]	29277134	2020.11.26 06:00:00	76.792	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-0.008999999999999999	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	-1	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	34.23328	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	35.84812	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	-0.60965	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	6	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	11	10	1.1	76.879	3	10	76.788	5	18	
[2020.11.26 13:04:52 / lib_ea_2.mqh:3176]	29277154	2020.11.26 06:05:00	76.788	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-0.005	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-1	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	30.07244	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	35.27327	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	-0.6106	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	5	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	12	9	1.333	76.879	3	11	76.788	5	19	
[2020.11.26 13:09:59 / lib_ea_2.mqh:3176]	29277171	2020.11.26 06:10:00	76.804	76.80500000000001	76.813	76.822	76.812	76.83199999999999	76.84099999999999	76.879	76.842	76.85599999999999	76.84399999999999	76.842	76.82899999999999	76.81699999999999	76.822	76.804	76.79300000000001	76.821	76.825	76.801	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	0.016	0	0.006	0.008999999999999999	-0.008999999999999999	0.021	0.01	0.037	-0.037	0.014	-0.013	-0.004	-0.013	-0.011	0.002	-0.018	-0.011	0.028	0.002	-0.023	2	-1	1	1	-1	3	2	4	-4	2	-2	-1	-2	-2	1	-2	-2	3	1	-3	35.04204	40.07366	45.11588	49.84103	49.88613	51.27415	52.61423	53.24435	47.40927	41.80042	40.5005	35.59449	35.72655	36.82765	38.21605	37.48282	37.3179	42.28361	47.14059	47.48296	39.36716	39.61841	41.65442	43.89473	42.00818	46.82001	48.83113	56.19391	48.97162	51.45658	49.29085	48.92956	46.59287	44.5267	45.58505	42.51157	40.74442	46.68289	47.47447	43.40451	-0.4032	-0.2555	-0.222	-0.078	-0.1947	-0.3144	-0.1848	-0.0808	-0.418	-0.3473	-0.4715	-0.37905	-0.5264	-0.2472	-0.1274	-0.3959	-0.096	0.173	0.31515	0.07605000000000001	5	5	4	4	4	4	3	2	3	3	3	3	3	4	4	4	5	4	3	5	12	9	1.333	76.879	3	12	76.788	5	20	
