[2020.11.26 11:04:56 / lib_ea_2.mqh:344]	29276649	76.86199999999999	76.852	0.04	0.08	76.812	76.932	
[2020.11.26 11:09:54 / lib_ea_2.mqh:344]	29276668	76.851	76.843	0.04	0.08	76.803	76.923	
[2020.11.26 11:14:58 / lib_ea_2.mqh:344]	29276695	76.81100000000001	76.803	0.04	0.08	76.76300000000001	76.883	
[2020.11.26 11:19:53 / lib_ea_2.mqh:344]	29276715	76.81100000000001	76.801	0.04	0.08	76.761	76.881	
[2020.11.26 11:24:56 / lib_ea_2.mqh:344]	29276729	76.80200000000001	76.79300000000001	0.04	0.08	76.753	76.873	
[2020.11.26 11:29:52 / lib_ea_2.mqh:344]	29276755	76.79900000000001	76.788	0.04	0.08	76.748	76.86799999999999	
[2020.11.26 11:34:53 / lib_ea_2.mqh:344]	29276776	76.81399999999999	76.80500000000001	0.04	0.08	76.765	76.88500000000001	
[2020.11.26 11:39:59 / lib_ea_2.mqh:344]	29276797	76.818	76.807	0.04	0.08	76.767	76.887	
[2020.11.26 11:44:56 / lib_ea_2.mqh:344]	29276816	76.82299999999999	76.813	0.04	0.08	76.773	76.893	
[2020.11.26 11:49:55 / lib_ea_2.mqh:344]	29276836	76.83	76.821	0.04	0.08	76.78100000000001	76.901	
[2020.11.26 11:54:54 / lib_ea_2.mqh:344]	29276854	76.819	76.81100000000001	0.04	0.08	76.771	76.89100000000001	
[2020.11.26 11:59:53 / lib_ea_2.mqh:344]	29276903	76.84099999999999	76.831	0.04	0.08	76.791	76.911	
[2020.11.26 12:04:54 / lib_ea_2.mqh:344]	29276929	76.852	76.842	0.04	0.08	76.80200000000001	76.922	
[2020.11.26 12:09:53 / lib_ea_2.mqh:344]	29276958	76.887	76.879	0.04	0.08	76.839	76.959	
[2020.11.26 12:14:54 / lib_ea_2.mqh:344]	29276988	76.851	76.842	0.04	0.08	76.80200000000001	76.922	
[2020.11.26 12:19:58 / lib_ea_2.mqh:344]	29277000	76.86499999999999	76.857	0.04	0.08	76.81699999999999	76.937	
[2020.11.26 12:25:05 / lib_ea_2.mqh:344]	29277013	76.855	76.846	0.04	0.08	76.806	76.926	
[2020.11.26 12:29:53 / lib_ea_2.mqh:344]	29277024	76.84999999999999	76.842	0.04	0.08	76.80200000000001	76.922	
[2020.11.26 12:34:53 / lib_ea_2.mqh:344]	29277044	76.839	76.828	0.04	0.08	76.788	76.908	
[2020.11.26 12:39:54 / lib_ea_2.mqh:344]	29277057	76.828	76.81999999999999	0.04	0.08	76.78	76.90000000000001	
[2020.11.26 12:44:52 / lib_ea_2.mqh:344]	29277061	76.83	76.822	0.04	0.08	76.782	76.902	
[2020.11.26 12:49:55 / lib_ea_2.mqh:344]	29277089	76.815	76.804	0.04	0.08	76.764	76.884	
[2020.11.26 12:54:53 / lib_ea_2.mqh:344]	29277104	76.803	76.79300000000001	0.04	0.08	76.753	76.873	
[2020.11.26 12:59:54 / lib_ea_2.mqh:344]	29277134	76.83199999999999	76.82299999999999	0.04	0.08	76.783	76.90300000000001	
[2020.11.26 13:04:52 / lib_ea_2.mqh:344]	29277154	76.83499999999999	76.824	0.04	0.08	76.78400000000001	76.904	
[2020.11.26 13:09:59 / lib_ea_2.mqh:344]	29277171	76.813	76.80200000000001	0.04	0.08	76.762	76.88200000000001	
[2020.11.26 13:14:55 / lib_ea_2.mqh:344]	29277186	76.81399999999999	76.80500000000001	0.04	0.08	76.765	76.88500000000001	
[2020.11.26 13:19:53 / lib_ea_2.mqh:344]	29277202	76.80800000000001	76.797	0.04	0.08	76.75700000000001	76.877	
[2020.11.26 13:24:54 / lib_ea_2.mqh:344]	29277215	76.809	76.798	0.04	0.08	76.758	76.878	
[2020.11.26 13:29:54 / lib_ea_2.mqh:344]	29277229	76.837	76.827	0.04	0.08	76.78700000000001	76.907	
[2020.11.26 13:34:52 / lib_ea_2.mqh:344]	29277238	76.81	76.80200000000001	0.04	0.08	76.762	76.88200000000001	
[2020.11.26 13:39:53 / lib_ea_2.mqh:344]	29277249	76.80200000000001	76.792	0.04	0.08	76.752	76.872	
[2020.11.26 13:44:56 / lib_ea_2.mqh:344]	29277255	76.797	76.78700000000001	0.04	0.08	76.747	76.867	
[2020.11.26 13:50:07 / lib_ea_2.mqh:344]	29277265	76.80200000000001	76.792	0.04	0.08	76.752	76.872	
[2020.11.26 13:54:53 / lib_ea_2.mqh:344]	29277274	76.782	76.773	0.04	0.08	76.733	76.85299999999999	
[2020.11.26 13:59:55 / lib_ea_2.mqh:344]	29277303	76.782	76.77200000000001	0.04	0.08	76.732	76.852	
[2020.11.26 14:04:54 / lib_ea_2.mqh:344]	29277343	76.791	76.783	0.04	0.08	76.74299999999999	76.863	
[2020.11.26 14:09:52 / lib_ea_2.mqh:344]	29277359	76.786	76.776	0.04	0.08	76.736	76.85599999999999	
[2020.11.26 14:14:52 / lib_ea_2.mqh:344]	29277369	76.78100000000001	76.771	0.04	0.08	76.73099999999999	76.851	
[2020.11.26 14:19:58 / lib_ea_2.mqh:344]	29277382	76.782	76.77200000000001	0.04	0.08	76.732	76.852	
[2020.11.26 14:25:00 / lib_ea_2.mqh:344]	29277403	76.771	76.762	0.04	0.08	76.72199999999999	76.842	
[2020.11.26 14:29:54 / lib_ea_2.mqh:344]	29277425	76.767	76.75700000000001	0.04	0.08	76.717	76.837	
[2020.11.26 14:34:52 / lib_ea_2.mqh:344]	29277448	76.771	76.76300000000001	0.04	0.08	76.723	76.843	
[2020.11.26 14:39:53 / lib_ea_2.mqh:344]	29277471	76.76600000000001	76.75700000000001	0.04	0.08	76.717	76.837	
[2020.11.26 14:44:54 / lib_ea_2.mqh:344]	29277484	76.747	76.738	0.04	0.08	76.69799999999999	76.818	
[2020.11.26 14:49:53 / lib_ea_2.mqh:344]	29277510	76.774	76.764	0.04	0.08	76.724	76.84399999999999	
[2020.11.26 14:54:52 / lib_ea_2.mqh:344]	29277516	76.773	76.764	0.04	0.08	76.724	76.84399999999999	
[2020.11.26 14:59:52 / lib_ea_2.mqh:344]	29277556	76.81	76.8	0.04	0.08	76.76000000000001	76.88	
[2020.11.26 15:04:52 / lib_ea_2.mqh:344]	29277656	76.809	76.79900000000001	0.04	0.08	76.759	76.879	
[2020.11.26 15:09:55 / lib_ea_2.mqh:344]	29277688	76.828	76.819	0.04	0.08	76.779	76.899	
[2020.11.26 15:14:53 / lib_ea_2.mqh:344]	29277748	76.83799999999999	76.83	0.04	0.08	76.79000000000001	76.91	
[2020.11.26 15:19:53 / lib_ea_2.mqh:344]	29277779	76.85899999999999	76.848	0.04	0.08	76.80800000000001	76.928	
[2020.11.26 15:24:59 / lib_ea_2.mqh:344]	29277820	76.873	76.86499999999999	0.04	0.08	76.825	76.94499999999999	
[2020.11.26 15:29:57 / lib_ea_2.mqh:344]	29277857	76.85599999999999	76.84699999999999	0.04	0.08	76.807	76.92700000000001	
[2020.11.26 15:34:52 / lib_ea_2.mqh:344]	29277878	76.828	76.818	0.04	0.08	76.77800000000001	76.898	
[2020.11.26 15:39:54 / lib_ea_2.mqh:344]	29277903	76.845	76.836	0.04	0.08	76.79600000000001	76.916	
[2020.11.26 15:44:58 / lib_ea_2.mqh:344]	29277918	76.84	76.831	0.04	0.08	76.791	76.911	
[2020.11.26 15:50:00 / lib_ea_2.mqh:344]	29277937	76.839	76.82899999999999	0.04	0.08	76.789	76.90900000000001	
[2020.11.26 15:54:53 / lib_ea_2.mqh:344]	29277972	76.839	76.83	0.04	0.08	76.79000000000001	76.91	
[2020.11.26 15:59:52 / lib_ea_2.mqh:344]	29278003	76.831	76.821	0.04	0.08	76.78100000000001	76.901	
[2020.11.26 16:04:52 / lib_ea_2.mqh:344]	29278077	76.81399999999999	76.804	0.04	0.08	76.764	76.884	
[2020.11.26 16:09:55 / lib_ea_2.mqh:344]	29278112	76.82299999999999	76.81399999999999	0.04	0.08	76.774	76.89400000000001	
[2020.11.26 16:14:53 / lib_ea_2.mqh:344]	29278140	76.82899999999999	76.822	0.04	0.08	76.782	76.902	
[2020.11.26 16:19:54 / lib_ea_2.mqh:344]	29278170	76.837	76.83	0.04	0.08	76.79000000000001	76.91	
[2020.11.26 16:24:51 / lib_ea_2.mqh:344]	29278189	76.83499999999999	76.827	0.04	0.08	76.78700000000001	76.907	
