[10/01/2020 15:34:14 / FxUtilitiesController.php:757]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20200918_084824).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20201001_153414_412828).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\20200918_084824[eap-2.id-1].[AUDJPY-5].dir
order_type	buy
account : 	20117921

s.n.	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
1	28538804	2020.09.18 02:50:00	76.627	76.63200000000001	76.639	76.628	76.622	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	0.013	0.005	0.007	-0.01	-0.006	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	2	1	1	-2	-1	2	1	-1	-1	-2	-1	-2	71.55879	74.26206000000001	76.73950000000001	72.56921	69.72855	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	59.02295	59.57938	60.37237	58.47477	57.43819	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	0.3465	0.369	0.5740499999999999	0.5243	0.1247	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	2	2	2	3	3	3	2	3	3	4	4	5	28538804	2020.09.18 02:50:01	buy	0.10	audjpy	76.615	76.799	76.949	2020.09.18 03:12:31	76.799	1840
2	28538835	2020.09.18 02:55:00	76.63200000000001	76.639	76.628	76.622	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	0.005	0.007	-0.01	-0.006	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	0	1	1	-2	-1	2	1	-1	-1	-2	-1	-2	-1	74.26206000000001	76.73950000000001	72.56921	69.72855	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	59.57938	60.37237	58.47477	57.43819	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	0.369	0.5740499999999999	0.5243	0.1247	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	2	2	3	3	3	2	3	3	4	4	5	5	28538835	2020.09.18 02:55:05	buy	0.10	audjpy	76.612	76.799	76.949	2020.09.18 03:12:31	76.799	1870
3	28538875	2020.09.18 03:00:00	76.639	76.628	76.622	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	0.007	-0.01	-0.006	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	1	-2	-1	2	1	-1	-1	-2	-1	-2	-1	-4	76.73950000000001	72.56921	69.72855	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	60.37237	58.47477	57.43819	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	0.5740499999999999	0.5243	0.1247	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	2	3	3	3	2	3	3	4	4	5	5	6	28538875	2020.09.18 03:00:01	buy	0.10	audjpy	76.575	76.799	76.949	2020.09.18 03:12:31	76.799	2240
4	28538952	2020.09.18 03:05:00	76.628	76.622	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-0.01	-0.006	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	0.052	-2	-1	2	1	-1	-1	-2	-1	-2	-1	-4	4	72.56921	69.72855	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	58.47477	57.43819	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	0.5243	0.1247	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	3	3	3	2	3	3	4	4	5	5	6	4	28538952	2020.09.18 03:05:01	buy	0.10	audjpy	76.631	76.799	76.949	2020.09.18 03:12:31	76.799	1680
5	28539162	2020.09.18 03:10:00	76.622	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	-1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-0.006	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	0.052	0.135	-1	2	1	-1	-1	-2	-1	-2	-1	-4	4	4	69.72855	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	57.43819	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	0.1247	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	3	3	2	3	3	4	4	5	5	6	4	1	28539162	2020.09.18 03:10:02	buy	0.10	audjpy	76.770	76.799	76.949	2020.09.18 03:12:31	76.799	290
6	28539411	2020.09.18 03:15:00	76.63800000000001	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	76.80800000000001	1	1	-1	-1	-1	1	-1	1	-1	1	1	1	0.013	0.004	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	0.052	0.135	0.055	2	1	-1	-1	-2	-1	-2	-1	-4	4	4	4	70.41476	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	64.95625	59.45567	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	71.44683000000001	0.504	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	5.8656	3	2	3	3	4	4	5	5	6	4	1	1	28539411	2020.09.18 03:15:01	buy	0.10	audjpy	76.818	76.755	76.905	2020.09.18 03:16:10	76.755	-630
7	28539485	2020.09.18 03:20:00	76.642	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	76.80800000000001	76.709	1	-1	-1	-1	1	-1	1	-1	1	1	1	-1	0.004	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	0.052	0.135	0.055	-0.096	1	-1	-1	-2	-1	-2	-1	-4	4	4	4	-4	75.78954	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	64.95625	57.37447	59.95518	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	71.44683000000001	58.90885	0.9009	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	5.8656	1.8471	2	3	3	4	4	5	5	6	4	1	1	2	28539485	2020.09.18 03:20:01	buy	0.10	audjpy	76.721	76.661	76.811	2020.09.18 03:25:53	76.661	-600
8	28539527	2020.09.18 03:25:00	76.636	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	76.80800000000001	76.709	76.675	-1	-1	-1	1	-1	1	-1	1	1	1	-1	-1	-0.004	-0.007	-0.013	0	-0.018	0	-0.039	0.052	0.135	0.055	-0.096	-0.036	-1	-1	-2	-1	-2	-1	-4	4	4	4	-4	-4	72.08711	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	64.95625	57.37447	53.70694	58.81113	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	71.44683000000001	58.90885	55.3946	0.34845	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	5.8656	1.8471	1.17895	3	3	4	4	5	5	6	4	1	1	2	3	28539527	2020.09.18 03:25:06	buy	0.10	audjpy	76.687	76.628	76.778	2020.09.18 03:51:42	76.628	-590
9	28539582	2020.09.18 03:30:00	76.631	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	76.80800000000001	76.709	76.675	76.66200000000001	-1	-1	1	-1	1	-1	1	1	1	-1	-1	-1	-0.007	-0.013	0	-0.018	0	-0.039	0.052	0.135	0.055	-0.096	-0.036	-0.016	-1	-2	-1	-2	-1	-4	4	4	4	-4	-4	-2	68.81556	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	64.95625	57.37447	53.70694	48.32965	57.84292	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	71.44683000000001	58.90885	55.3946	54.09576	0.3488	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	5.8656	1.8471	1.17895	0.80605	3	4	4	5	5	6	4	1	1	2	3	3	28539582	2020.09.18 03:30:01	buy	0.10	audjpy	76.677	76.681	76.831	2020.09.18 04:07:54	76.681	40
10	28539618	2020.09.18 03:35:00	76.617	76.617	76.60299999999999	76.602	76.563	76.613	76.75	76.80800000000001	76.709	76.675	76.66200000000001	76.687	-1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-0.013	0	-0.018	0	-0.039	0.052	0.135	0.055	-0.096	-0.036	-0.016	0.021	-2	-1	-2	-1	-4	4	4	4	-4	-4	-2	3	64.01294	56.75103	49.34482	43.45679	41.81162	48.24265	55.88631	64.95625	57.37447	53.70694	48.32965	49.8374	55.16614	55.16614	52.4754	52.28365	45.46394	53.62691	67.60997999999999	71.44683000000001	58.90885	55.3946	54.09576	56.17582	0.234	0.26085	0.089	0.0135	-0.3104	-0.1431	2.7522	5.8656	1.8471	1.17895	0.80605	0.618	4	4	5	5	6	4	1	1	2	3	3	3	28539618	2020.09.18 03:35:00	buy	0.10	audjpy	76.697	76.636	76.786	2020.09.18 03:51:28	76.636	-610
