[2020.09.15 16:31:28 / lib_ea_2.mqh:1973][lib_ea_2.mqh:1961] op_Post_Take_Position
[lib_ea_2.mqh:1966]
symbol	USDJPY
period	5
dp	dp_2__All_True
this file	[ea-6_tester-1].(20200915_163128).(tickets-data).log

[2020.09.15 16:31:28 / lib_ea_2.mqh:2122]	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.09.15 16:35:03 / lib_ea_2.mqh:2427]	28485171	2020.09.15 10:35:00	105.642	105.668	105.677	105.669	105.723	105.721	105.733	105.711	105.684	105.668	105.666	105.682	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	-0.003	0.026	0.006	-0.007	0.053	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-1	3	1	-1	4	-1	2	-3	-3	-2	-1	2	32.694	40.72132	43.86609	41.62573	47.2175	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	45.49115	52.13099	54.16536	52.09385	62.33006	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	-0.18135	-0.1074	-0.04875	-0.1212	0.5885	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	5	3	2	2	1	1	1	2	3	4	4	3	
[2020.09.15 16:40:03 / lib_ea_2.mqh:2427]	28485310	2020.09.15 10:40:00	105.668	105.677	105.669	105.723	105.721	105.733	105.711	105.684	105.668	105.666	105.682	105.679	1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	0.026	0.006	-0.007	0.053	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	3	1	-1	4	-1	2	-3	-3	-2	-1	2	-1	40.72132	43.86609	41.62573	47.2175	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	52.13099	54.16536	52.09385	62.33006	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	-0.1074	-0.04875	-0.1212	0.5885	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	3	2	2	1	1	1	2	3	4	4	3	3	
[2020.09.15 16:45:01 / lib_ea_2.mqh:2427]	28485396	2020.09.15 10:45:00	105.677	105.669	105.723	105.721	105.733	105.711	105.684	105.668	105.666	105.682	105.679	105.714	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	0.006	-0.007	0.053	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	1	-1	4	-1	2	-3	-3	-2	-1	2	-1	4	43.86609	41.62573	47.2175	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	54.16536	52.09385	62.33006	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	-0.04875	-0.1212	0.5885	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	2	2	1	1	1	2	3	4	4	3	3	2	
[2020.09.15 16:50:01 / lib_ea_2.mqh:2427]	28485489	2020.09.15 10:50:00	105.669	105.723	105.721	105.733	105.711	105.684	105.668	105.666	105.682	105.679	105.714	105.714	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	-0.007	0.053	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	-1	4	-1	2	-3	-3	-2	-1	2	-1	4	1	41.62573	47.2175	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	52.09385	62.33006	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	-0.1212	0.5885	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	2	1	1	1	2	3	4	4	3	3	2	2	
[2020.09.15 16:55:02 / lib_ea_2.mqh:2427]	28485582	2020.09.15 10:55:00	105.723	105.721	105.733	105.711	105.684	105.668	105.666	105.682	105.679	105.714	105.714	105.748	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	0.053	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	4	-1	2	-3	-3	-2	-1	2	-1	4	1	4	47.2175	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	62.33006	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	0.5885	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	1	1	1	2	3	4	4	3	3	2	2	1	
[2020.09.15 17:00:02 / lib_ea_2.mqh:2427]	28485747	2020.09.15 11:00:00	105.721	105.733	105.711	105.684	105.668	105.666	105.682	105.679	105.714	105.714	105.748	105.737	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-0.001	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	-0.013	-1	2	-3	-3	-2	-1	2	-1	4	1	4	-2	55.04839	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	67.13509000000001	61.81513	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	60.19098	1.1692	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	0.9494	1	1	2	3	4	4	3	3	2	2	1	2	
[2020.09.15 17:05:01 / lib_ea_2.mqh:2427]	28485856	2020.09.15 11:05:00	105.733	105.711	105.684	105.668	105.666	105.682	105.679	105.714	105.714	105.748	105.737	105.719	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	0.011	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	-0.013	-0.018	2	-3	-3	-2	-1	2	-1	4	1	4	-2	-2	64.76176	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	67.13509000000001	62.09455	63.70872	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	60.19098	56.34307	1.001	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	0.9494	0.732	1	2	3	4	4	3	3	2	2	1	2	3	
[2020.09.15 17:10:01 / lib_ea_2.mqh:2427]	28485937	2020.09.15 11:10:00	105.711	105.684	105.668	105.666	105.682	105.679	105.714	105.714	105.748	105.737	105.719	105.734	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	-0.022	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	-0.013	-0.018	0.014	-3	-3	-2	-1	2	-1	4	1	4	-2	-2	2	59.37895	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	67.13509000000001	62.09455	56.69213	58.14429	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	60.19098	56.34307	58.66124	0.7008	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	0.9494	0.732	1.072	2	3	4	4	3	3	2	2	1	2	3	2	
[2020.09.15 17:15:02 / lib_ea_2.mqh:2427]	28485970	2020.09.15 11:15:00	105.684	105.668	105.666	105.682	105.679	105.714	105.714	105.748	105.737	105.719	105.734	105.729	-1	-1	-1	1	-1	1	1	1	-1	-1	1	-1	-0.026	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	-0.013	-0.018	0.014	-0.003	-3	-2	-1	2	-1	4	1	4	-2	-2	2	-1	53.98629	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	67.13509000000001	62.09455	56.69213	60.06022	52.24884	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	60.19098	56.34307	58.66124	57.58829	0.35495	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	0.9494	0.732	1.072	0.8245	3	4	4	3	3	2	2	1	2	3	2	3	
[2020.09.15 17:20:05 / lib_ea_2.mqh:2427]	28486039	2020.09.15 11:20:00	105.668	105.666	105.682	105.679	105.714	105.714	105.748	105.737	105.719	105.734	105.729	105.713	-1	-1	1	-1	1	1	1	-1	-1	1	-1	-1	-0.016	-0.003	0.015	-0.004	0.033	0.001	0.035	-0.013	-0.018	0.014	-0.003	-0.018	-2	-1	2	-1	4	1	4	-2	-2	2	-1	-2	48.31005	46.67144	50.98173	52.81388	53.85936	58.01823	62.54421	67.13509000000001	62.09455	56.69213	60.06022	58.23355	49.14082	48.75918	51.9046	51.28328	57.52703	57.52703	62.67599	60.19098	56.34307	58.66124	57.58829	54.24614	0.1599	0.148	0.39585	0.26625	0.4104	0.513	0.9844000000000001	0.9494	0.732	1.072	0.8245	0.79875	4	4	3	3	2	2	1	2	3	2	3	3	
