[2020.09.16 09:45:00 / lib_ea_2.mqh:603]	28497604	105.369	105.363	0.05	0.1	105.419	105.257	
[2020.09.16 09:50:02 / lib_ea_2.mqh:603]	28497722	105.35	105.345	0.05	0.1	105.4	105.24	
[2020.09.16 09:55:00 / lib_ea_2.mqh:603]	28497744	105.367	105.363	0.05	0.1	105.417	105.259	
[2020.09.16 10:00:02 / lib_ea_2.mqh:603]	28497801	105.352	105.347	0.05	0.1	105.402	105.242	
[2020.09.16 10:05:01 / lib_ea_2.mqh:603]	28497853	105.335	105.329	0.05	0.1	105.385	105.223	
[2020.09.16 10:10:02 / lib_ea_2.mqh:603]	28497901	105.367	105.363	0.05	0.1	105.417	105.259	
[2020.09.16 10:15:01 / lib_ea_2.mqh:603]	28498032	105.335	105.328	0.05	0.1	105.385	105.221	
[2020.09.16 10:20:01 / lib_ea_2.mqh:603]	28498080	105.311	105.306	0.05	0.1	105.361	105.201	
[2020.09.16 10:25:03 / lib_ea_2.mqh:603]	28498115	105.318	105.313	0.05	0.1	105.368	105.208	
[2020.09.16 10:30:00 / lib_ea_2.mqh:603]	28498163	105.288	105.281	0.05	0.1	105.338	105.174	
[2020.09.16 10:35:01 / lib_ea_2.mqh:603]	28498281	105.282	105.277	0.05	0.1	105.332	105.172	
[2020.09.16 10:40:01 / lib_ea_2.mqh:603]	28498324	105.269	105.265	0.05	0.1	105.319	105.161	
[2020.09.16 10:45:01 / lib_ea_2.mqh:603]	28498342	105.3	105.296	0.05	0.1	105.35	105.192	
[2020.09.16 10:50:01 / lib_ea_2.mqh:603]	28498479	105.296	105.291	0.05	0.1	105.346	105.186	
[2020.09.16 10:55:05 / lib_ea_2.mqh:603]	28498511	105.283	105.277	0.05	0.1	105.333	105.171	
[2020.09.16 11:00:02 / lib_ea_2.mqh:603]	28498596	105.281	105.277	0.05	0.1	105.331	105.173	
[2020.09.16 11:05:03 / lib_ea_2.mqh:603]	28498758	105.263	105.258	0.05	0.1	105.313	105.153	
[2020.09.16 11:10:16 / lib_ea_2.mqh:603]	28498797	105.288	105.284	0.05	0.1	105.338	105.18	
[2020.09.16 11:15:02 / lib_ea_2.mqh:603]	28498928	105.287	105.283	0.05	0.1	105.337	105.179	
[2020.09.16 11:20:05 / lib_ea_2.mqh:603]	28498967	105.322	105.317	0.05	0.1	105.372	105.212	
[2020.09.16 11:25:01 / lib_ea_2.mqh:603]	28499004	105.298	105.292	0.05	0.1	105.348	105.186	
[2020.09.16 11:30:01 / lib_ea_2.mqh:603]	28499042	105.294	105.289	0.05	0.1	105.344	105.184	
[2020.09.16 11:35:01 / lib_ea_2.mqh:603]	28499086	105.312	105.308	0.05	0.1	105.362	105.204	
[2020.09.16 11:40:04 / lib_ea_2.mqh:603]	28499152	105.287	105.282	0.05	0.1	105.337	105.177	
[2020.09.16 11:45:08 / lib_ea_2.mqh:603]	28499170	105.3	105.295	0.05	0.1	105.35	105.19	
[2020.09.16 11:50:21 / lib_ea_2.mqh:603]	28499237	105.288	105.282	0.05	0.1	105.338	105.176	
[2020.09.16 11:55:10 / lib_ea_2.mqh:603]	28499323	105.31	105.305	0.05	0.1	105.36	105.2	
[2020.09.16 12:00:01 / lib_ea_2.mqh:603]	28499358	105.293	105.287	0.05	0.1	105.343	105.181	
[2020.09.16 12:05:02 / lib_ea_2.mqh:603]	28499397	105.293	105.289	0.05	0.1	105.343	105.185	
[2020.09.16 12:10:14 / lib_ea_2.mqh:603]	28499419	105.296	105.292	0.05	0.1	105.346	105.188	
[2020.09.16 12:15:01 / lib_ea_2.mqh:603]	28499547	105.307	105.302	0.05	0.1	105.357	105.197	
[2020.09.16 12:20:02 / lib_ea_2.mqh:603]	28499587	105.298	105.293	0.05	0.1	105.348	105.188	
[2020.09.16 12:25:29 / lib_ea_2.mqh:603]	28499622	105.286	105.282	0.05	0.1	105.336	105.178	
[2020.09.16 12:30:01 / lib_ea_2.mqh:603]	28499649	105.286	105.282	0.05	0.1	105.336	105.178	
[2020.09.16 12:35:11 / lib_ea_2.mqh:603]	28499667	105.298	105.293	0.05	0.1	105.348	105.188	
[2020.09.16 12:40:06 / lib_ea_2.mqh:603]	28499690	105.286	105.282	0.05	0.1	105.336	105.178	
[2020.09.16 12:45:04 / lib_ea_2.mqh:603]	28499727	105.286	105.281	0.05	0.1	105.336	105.176	
[2020.09.16 12:50:02 / lib_ea_2.mqh:603]	28499742	105.285	105.281	0.05	0.1	105.335	105.177	
[2020.09.16 12:55:01 / lib_ea_2.mqh:603]	28499868	105.28	105.276	0.05	0.1	105.33	105.172	
[2020.09.16 14:45:06 / lib_ea_2.mqh:603]	28500708	105.316	105.311	0.05	0.1	105.366	105.206	
[2020.09.16 14:50:06 / lib_ea_2.mqh:603]	28500763	105.335	105.331	0.05	0.1	105.385	105.227	
[2020.09.16 14:55:01 / lib_ea_2.mqh:603]	28500910	105.385	105.381	0.05	0.1	105.435	105.277	
[2020.09.16 15:00:01 / lib_ea_2.mqh:603]	28500943	105.357	105.351	0.05	0.1	105.407	105.245	
