[2020.11.25 10:49:50 / lib_ea_2.mqh:1962][lib_ea_2.mqh:1950] op_Post_Take_Position
[lib_ea_2.mqh:1955]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201125_104950).(tickets-data).log

[2020.11.25 10:49:50 / lib_ea_2.mqh:2111]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.11.25 11:39:54 / lib_ea_2.mqh:2416]	29263392	2020.11.25 04:40:00	76.88500000000001	76.944	76.93899999999999	76.967	76.98	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-0.035	0.058	-0.004	0.027	0.013	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-4	4	-1	3	2	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	41.9126	42.81053	42.32259	47.21553	53.36881	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	41.88865	50.84835	50.15847	53.84941	55.46133	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	-1.17	-0.36375	-0.5376	0.2376	0.6715	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	6	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	
[2020.11.25 11:44:56 / lib_ea_2.mqh:2416]	29263423	2020.11.25 04:45:00	76.944	76.93899999999999	76.967	76.98	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	0.058	-0.004	0.027	0.013	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	4	-1	3	2	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	42.81053	42.32259	47.21553	53.36881	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	50.84835	50.15847	53.84941	55.46133	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	-0.36375	-0.5376	0.2376	0.6715	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	
[2020.11.25 11:49:54 / lib_ea_2.mqh:2416]	29263434	2020.11.25 04:50:00	76.93899999999999	76.967	76.98	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-0.004	0.027	0.013	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-1	3	2	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	42.32259	47.21553	53.36881	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	50.15847	53.84941	55.46133	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	-0.5376	0.2376	0.6715	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	
[2020.11.25 11:54:56 / lib_ea_2.mqh:2416]	29263453	2020.11.25 04:55:00	76.967	76.98	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	0.027	0.013	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	3	2	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	47.21553	53.36881	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	53.84941	55.46133	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	0.2376	0.6715	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	4	3	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	
[2020.11.25 11:59:55 / lib_ea_2.mqh:2416]	29263494	2020.11.25 05:00:00	76.98	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	0.013	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	2	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	53.36881	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	55.46133	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	0.6715	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	3	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	
[2020.11.25 12:05:03 / lib_ea_2.mqh:2416]	29263535	2020.11.25 05:05:00	76.961	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-0.02	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-3	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	48.85753	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	52.63311	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	-0.2024	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	
[2020.11.25 12:09:54 / lib_ea_2.mqh:2416]	29263556	2020.11.25 05:10:00	76.95999999999999	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	0	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	-1	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	44.24222	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	52.48484	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	-0.4712	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	4	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	
[2020.11.25 12:14:53 / lib_ea_2.mqh:2416]	29263589	2020.11.25 05:15:00	76.952	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-0.007	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-1	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	40.56193	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	51.26855	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	-0.3729	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	4	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	
[2020.11.25 12:19:53 / lib_ea_2.mqh:2416]	29263679	2020.11.25 05:20:00	76.93899999999999	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-0.014	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	-2	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	40.34359	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	49.31375	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	-0.38	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	4	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	
[2020.11.25 12:24:59 / lib_ea_2.mqh:2416]	29263778	2020.11.25 05:25:00	76.93000000000001	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-0.008	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-1	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	34.60341	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	47.98057	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	-0.7865	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	4	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	
[2020.11.25 12:29:54 / lib_ea_2.mqh:2416]	29263893	2020.11.25 05:30:00	76.938	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	0.008999999999999999	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	1	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	28.74995	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	49.26397	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	-1.0272	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	
[2020.11.25 12:34:54 / lib_ea_2.mqh:2416]	29263935	2020.11.25 05:35:00	76.925	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-0.014	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-2	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	22.11267	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	47.26915	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	-1.9795	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	
[2020.11.25 12:39:53 / lib_ea_2.mqh:2416]	29263965	2020.11.25 05:40:00	76.928	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	0	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-1	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	28.43098	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	47.78277	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	-1.6335	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	4	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	
[2020.11.25 12:44:53 / lib_ea_2.mqh:2416]	29264009	2020.11.25 05:45:00	76.932	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	0.005	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	1	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	28.28591	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	48.48699	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	-1.1305	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	4	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	
[2020.11.25 12:49:54 / lib_ea_2.mqh:2416]	29264042	2020.11.25 05:50:00	76.947	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	0.015	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	2	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	33.44905	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	51.09072	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	-0.845	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	3	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	
[2020.11.25 12:54:53 / lib_ea_2.mqh:2416]	29264107	2020.11.25 05:55:00	76.923	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-0.027	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-3	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	32.55517	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	47.08264	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	-1.00835	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	4	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	
[2020.11.25 12:59:54 / lib_ea_2.mqh:2416]	29264141	2020.11.25 06:00:00	76.923	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-0.002	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-1	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	31.96348	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	47.08264	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	-0.43645	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	4	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	
