[2020.09.16 14:36:22 / lib_ea_2.mqh:1960][lib_ea_2.mqh:1948] op_Post_Take_Position
[lib_ea_2.mqh:1953]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20200916_143622).(tickets-data).log

[2020.09.16 14:36:22 / lib_ea_2.mqh:2109]	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.09.16 14:39:15 / lib_ea_2.mqh:2414]	28500662	2020.09.16 08:40:00	77.012	77.018	77.03100000000001	77.05	77.054	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	-1	1	1	1	1	-1	-1	1	1	-1	-1	1	-0.011	0.006	0.013	0.019	0.004	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-2	1	2	2	1	-1	-1	2	2	-2	-3	2	53.17522	52.60255	51.23866	56.31711	61.34361	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	50.60383	51.57805	53.66237	56.54039	57.13044	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	-0.1914	-0.368	-0.2016	-0.12875	0.1162	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	5	5	4	2	2	3	3	2	1	2	4	3	
[2020.09.16 14:44:14 / lib_ea_2.mqh:2414]	28500706	2020.09.16 08:45:00	77.018	77.03100000000001	77.05	77.054	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	1	1	1	1	-1	-1	1	1	-1	-1	1	-1	0.006	0.013	0.019	0.004	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	1	2	2	1	-1	-1	2	2	-2	-3	2	-4	52.60255	51.23866	56.31711	61.34361	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	51.57805	53.66237	56.54039	57.13044	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	-0.368	-0.2016	-0.12875	0.1162	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	5	4	2	2	3	3	2	1	2	4	3	6	
[2020.09.16 14:49:09 / lib_ea_2.mqh:2414]	28500766	2020.09.16 08:50:00	77.03100000000001	77.05	77.054	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	1	1	1	-1	-1	1	1	-1	-1	1	-1	1	0.013	0.019	0.004	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	2	2	1	-1	-1	2	2	-2	-3	2	-4	2	51.23866	56.31711	61.34361	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	53.66237	56.54039	57.13044	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	-0.2016	-0.12875	0.1162	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	4	2	2	3	3	2	1	2	4	3	6	5	
[2020.09.16 14:54:04 / lib_ea_2.mqh:2414]	28500919	2020.09.16 08:55:00	77.05	77.054	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	1	1	-1	-1	1	1	-1	-1	1	-1	1	1	0.019	0.004	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	2	1	-1	-1	2	2	-2	-3	2	-4	2	1	56.31711	61.34361	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	56.54039	57.13044	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	-0.12875	0.1162	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	2	2	3	3	2	1	2	4	3	6	5	5	
[2020.09.16 14:59:02 / lib_ea_2.mqh:2414]	28500952	2020.09.16 09:00:00	77.054	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	1	-1	-1	1	1	-1	-1	1	-1	1	1	1	0.004	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	1	-1	-1	2	2	-2	-3	2	-4	2	1	2	61.34361	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	57.13044	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	0.1162	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	2	3	3	2	1	2	4	3	6	5	5	4	
[2020.09.16 15:04:02 / lib_ea_2.mqh:2414]	28500996	2020.09.16 09:05:00	77.04600000000001	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	76.995	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-0.007	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	-0.031	-1	-1	2	2	-2	-3	2	-4	2	1	2	-4	60.68884	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	49.00366	55.54285	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	45.61734	0.1376	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	-0.61455	3	3	2	1	2	4	3	6	5	5	4	5	
[2020.09.16 15:09:10 / lib_ea_2.mqh:2414]	28501020	2020.09.16 09:10:00	77.041	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	76.995	77.011	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	-0.002	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	-0.031	0.014	-1	2	2	-2	-3	2	-4	2	1	2	-4	2	60.53087	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	49.00366	50.0609	54.54563	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	45.61734	48.32091	-0.07439999999999999	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	-0.61455	-0.4387	3	2	1	2	4	3	6	5	5	4	5	5	
[2020.09.16 15:14:01 / lib_ea_2.mqh:2414]	28501055	2020.09.16 09:15:00	77.057	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	76.995	77.011	76.997	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	0.013	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	-0.031	0.014	-0.014	2	2	-2	-3	2	-4	2	1	2	-4	2	-2	66.35641	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	49.00366	50.0609	47.97171	57.13779	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	45.61734	48.32091	46.20522	0.2494	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	-0.61455	-0.4387	-0.6795	2	1	2	4	3	6	5	5	4	5	5	5	
[2020.09.16 15:19:01 / lib_ea_2.mqh:2414]	28501177	2020.09.16 09:20:00	77.06999999999999	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	76.995	77.011	76.997	77.017	1	-1	-1	1	-1	1	1	1	-1	1	-1	1	0.013	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	-0.031	0.014	-0.014	0.022	2	-2	-3	2	-4	2	1	2	-4	2	-2	3	71.84238000000001	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	49.00366	50.0609	47.97171	52.54927	59.13112	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	45.61734	48.32091	46.20522	49.52832	0.3416	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	-0.61455	-0.4387	-0.6795	-0.057	1	2	4	3	6	5	5	4	5	5	5	4	
[2020.09.16 15:24:01 / lib_ea_2.mqh:2414]	28501195	2020.09.16 09:25:00	77.059	77.038	77.05	76.997	77.011	77.01600000000001	77.02800000000001	76.995	77.011	76.997	77.017	77.014	-1	-1	1	-1	1	1	1	-1	1	-1	1	-1	-0.01	-0.024	0.011	-0.05	0.013	0.004	0.013	-0.031	0.014	-0.014	0.022	-0.004	-2	-3	2	-4	2	1	2	-4	2	-2	3	-1	67.72530999999999	62.42716	58.71424	53.1191	46.32569	48.871	55.36858	49.00366	50.0609	47.97171	52.54927	57.74804	56.77922	52.57678	54.59805	45.56846	47.96147	48.80756	50.82734	45.61734	48.32091	46.20522	49.52832	49.0499	0.144	0.0477	0.1032	-0.3471	-0.504	-0.5088	-0.2115	-0.61455	-0.4387	-0.6795	-0.057	0.0202	2	4	3	6	5	5	4	5	5	5	4	4	
