[2020.09.14 09:47:47 / lib_ea_2.mqh:1960][lib_ea_2.mqh:1948] op_Post_Take_Position
[lib_ea_2.mqh:1953]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20200914_094747).(tickets-data).log

[2020.09.14 09:47:47 / lib_ea_2.mqh:2109]	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.09.14 09:50:01 / lib_ea_2.mqh:2414]	28462448	2020.09.14 03:50:00	77.282	77.29600000000001	77.282	77.28400000000001	77.254	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	0.004	0.013	-0.014	0.002	-0.03	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	1	2	-2	1	-3	-1	-2	-4	2	1	-1	2	66.41734	67.99307	59.97381	61.71144	56.05401	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	53.91425	56.13575	53.42494	53.76071	48.26645	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	-0.13195	-0.049	-0.204	-0.47545	-0.7874	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	4	3	4	4	4	4	5	6	6	5	5	5	
[2020.09.14 09:54:59 / lib_ea_2.mqh:2414]	28462492	2020.09.14 03:55:00	77.29600000000001	77.282	77.28400000000001	77.254	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	0.013	-0.014	0.002	-0.03	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	2	-2	1	-3	-1	-2	-4	2	1	-1	2	1	67.99307	59.97381	61.71144	56.05401	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	56.13575	53.42494	53.76071	48.26645	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	-0.049	-0.204	-0.47545	-0.7874	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	3	4	4	4	4	5	6	6	5	5	5	4	
[2020.09.14 10:00:00 / lib_ea_2.mqh:2414]	28462527	2020.09.14 04:00:00	77.282	77.28400000000001	77.254	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	-1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	-0.014	0.002	-0.03	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	-2	1	-3	-1	-2	-4	2	1	-1	2	1	-4	59.97381	61.71144	56.05401	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	53.42494	53.76071	48.26645	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	-0.204	-0.47545	-0.7874	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	4	4	4	4	5	6	6	5	5	5	4	6	
[2020.09.14 10:04:59 / lib_ea_2.mqh:2414]	28462605	2020.09.14 04:05:00	77.28400000000001	77.254	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	0.002	-0.03	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	1	-3	-1	-2	-4	2	1	-1	2	1	-4	4	61.71144	56.05401	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	53.76071	48.26645	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	-0.47545	-0.7874	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	4	4	4	5	6	6	5	5	5	4	6	4	
[2020.09.14 10:10:00 / lib_ea_2.mqh:2414]	28462768	2020.09.14 04:10:00	77.254	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	-1	-1	-1	-1	1	1	-1	1	1	-1	1	1	-0.03	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-3	-1	-2	-4	2	1	-1	2	1	-4	4	4	56.05401	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	48.26645	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	-0.7874	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	4	4	5	6	6	5	5	5	4	6	4	3	
[2020.09.14 10:14:59 / lib_ea_2.mqh:2414]	28462808	2020.09.14 04:15:00	77.25	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	77.23999999999999	-1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-0.005	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-0.018	-1	-2	-4	2	1	-1	2	1	-4	4	4	-2	51.12684	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	47.48151	47.58393	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	49.83197	-0.90455	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	-0.125	4	5	6	6	5	5	5	4	6	4	3	3	
[2020.09.14 10:20:01 / lib_ea_2.mqh:2414]	28462839	2020.09.14 04:20:00	77.23399999999999	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	77.23999999999999	77.233	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	-0.013	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-0.018	-0.006	-2	-4	2	1	-1	2	1	-4	4	4	-2	-1	46.76785	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	47.48151	47.93518	44.90998	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	49.83197	48.90308	-1.0902	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	-0.125	-0.279	5	6	6	5	5	5	4	6	4	3	3	4	
[2020.09.14 10:25:03 / lib_ea_2.mqh:2414]	28462863	2020.09.14 04:25:00	77.179	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	77.23999999999999	77.233	77.205	-1	1	1	-1	1	1	-1	1	1	-1	-1	-1	-0.056	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-0.018	-0.006	-0.028	-4	2	1	-1	2	1	-4	4	4	-2	-1	-3	40.46621	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	47.48151	47.93518	47.22619	37.32126	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	49.83197	48.90308	45.34417	-2.69765	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	-0.125	-0.279	-0.43095	6	6	5	5	5	4	6	4	3	3	4	4	
[2020.09.14 10:30:00 / lib_ea_2.mqh:2414]	28462883	2020.09.14 04:30:00	77.19199999999999	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	77.23999999999999	77.233	77.205	77.209	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	0.013	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-0.018	-0.006	-0.028	0.005	2	1	-1	2	1	-4	4	4	-2	-1	-3	1	34.53187	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	47.48151	47.93518	47.22619	43.53766	39.85008	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	49.83197	48.90308	45.34417	45.93582	-1.99185	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	-0.125	-0.279	-0.43095	-0.828	6	5	5	5	4	6	4	3	3	4	4	4	
[2020.09.14 10:35:02 / lib_ea_2.mqh:2414]	28463048	2020.09.14 04:35:00	77.199	77.19799999999999	77.209	77.217	77.163	77.226	77.259	77.23999999999999	77.233	77.205	77.209	77.235	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	0.006	-0.002	0.011	0.008999999999999999	-0.06	0.062	0.032	-0.018	-0.006	-0.028	0.005	0.027	1	-1	2	1	-4	4	4	-2	-1	-3	1	3	38.8769	39.44568	43.14359	46.36538	44.53716	49.9943	51.79285	47.48151	47.93518	47.22619	43.53766	44.05841	41.19484	41.05681	43.25822	44.83547	37.44073	47.97767	52.3984	49.83197	48.90308	45.34417	45.93582	49.66403	-0.99	-0.612	-0.6929999999999999	-1.3644	-1.3653	-0.3318	0.13475	-0.125	-0.279	-0.43095	-0.828	-0.5875	5	5	5	4	6	4	3	3	4	4	4	3	
