[09/21/2020 14:10:05 / FxUtilitiesController.php:326]
symbol	USDJPY
period	5
dp	dp_2__All_True
this file	[ea-6_tester-1].(20200918_084904).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20200921_141005_518934).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\20200918_084904[eap-2.id-1].[USDJPY-5].dir
order_type	sell
account : 	20118329

s.n.	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
11	28539653	2020.09.18 03:40:00	104.726	104.72	104.698	104.693	104.693	104.699	104.784	104.709	104.705	104.753	104.758	104.761	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	1	-1	-3	-1	-1	1	4	-4	-1	4	1	1	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	3	4	6	6	6	5	1	4	4	2	2	2	28539653	2020.09.18 03:40:01	sell	0.10	usdjpy	104.763	104.816	104.654	2020.09.18 03:54:04	104.816	-530
12	28539680	2020.09.18 03:45:00	104.72	104.698	104.693	104.693	104.699	104.784	104.709	104.705	104.753	104.758	104.761	104.754	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	-1	-3	-1	-1	1	4	-4	-1	4	1	1	-1	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	4	6	6	6	5	1	4	4	2	2	2	2	28539680	2020.09.18 03:45:02	sell	0.10	usdjpy	104.759	104.814	104.654	2020.09.18 03:54:00	104.814	-550
13	28539704	2020.09.18 03:50:00	104.698	104.693	104.693	104.699	104.784	104.709	104.705	104.753	104.758	104.761	104.754	104.769	-1	-1	-1	1	1	-1	-1	1	1	1	-1	1	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	-3	-1	-1	1	4	-4	-1	4	1	1	-1	1	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	6	6	6	5	1	4	4	2	2	2	2	2	28539704	2020.09.18 03:50:12	sell	0.10	usdjpy	104.769	104.825	104.663	2020.09.18 03:54:11	104.825	-560
14	28539766	2020.09.18 03:55:00	104.693	104.693	104.699	104.784	104.709	104.705	104.753	104.758	104.761	104.754	104.769	104.801	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-1	-1	1	4	-4	-1	4	1	1	-1	1	4	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	6	6	5	1	4	4	2	2	2	2	2	1	28539766	2020.09.18 03:55:01	sell	0.10	usdjpy	104.799	104.757	104.599	2020.09.18 04:07:29	104.757	420
15	28539855	2020.09.18 04:00:00	104.693	104.699	104.784	104.709	104.705	104.753	104.758	104.761	104.754	104.769	104.801	104.747	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-1	1	4	-4	-1	4	1	1	-1	1	4	-4	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	6	5	1	4	4	2	2	2	2	2	1	3	28539855	2020.09.18 04:00:01	sell	0.10	usdjpy	104.752	104.757	104.599	2020.09.18 04:07:29	104.757	-50
16	28539989	2020.09.18 04:05:00	104.699	104.784	104.709	104.705	104.753	104.758	104.761	104.754	104.769	104.801	104.747	104.733	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	1	4	-4	-1	4	1	1	-1	1	4	-4	-2	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	5	1	4	4	2	2	2	2	2	1	3	3	28539989	2020.09.18 04:05:02	sell	0.10	usdjpy	104.732	104.787	104.627	2020.09.18 04:30:31	104.787	-550
17	28540027	2020.09.18 04:10:00	104.784	104.709	104.705	104.753	104.758	104.761	104.754	104.769	104.801	104.747	104.733	104.744	1	-1	-1	1	1	1	-1	1	1	-1	-1	1	0.08500000000000001	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	4	-4	-1	4	1	1	-1	1	4	-4	-2	2	58.70321	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	63.70376	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	1.36475	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	1	4	4	2	2	2	2	2	1	3	3	3	28540027	2020.09.18 04:10:04	sell	0.10	usdjpy	104.740	104.799	104.637	2020.09.18 04:33:29	104.799	-590
18	28540080	2020.09.18 04:15:00	104.709	104.705	104.753	104.758	104.761	104.754	104.769	104.801	104.747	104.733	104.744	104.721	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-0.079	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	-4	-1	4	1	1	-1	1	4	-4	-2	2	-3	52.90352	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	48.49702	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	-0.11565	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	4	4	2	2	2	2	2	1	3	3	3	4	28540080	2020.09.18 04:15:01	sell	0.10	usdjpy	104.722	104.777	104.617	2020.09.18 04:29:05	104.777	-550
19	28540130	2020.09.18 04:20:00	104.705	104.753	104.758	104.761	104.754	104.769	104.801	104.747	104.733	104.744	104.721	104.743	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	-0.007	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	-1	4	1	1	-1	1	4	-4	-2	2	-3	3	49.98616	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	47.85569	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	-0.093	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	4	2	2	2	2	2	1	3	3	3	4	3	28540130	2020.09.18 04:20:02	sell	0.10	usdjpy	104.741	104.796	104.638	2020.09.18 04:33:27	104.796	-550
20	28540166	2020.09.18 04:25:00	104.753	104.758	104.761	104.754	104.769	104.801	104.747	104.733	104.744	104.721	104.743	104.746	1	1	1	-1	1	1	-1	-1	1	-1	1	1	0.043	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	4	1	1	-1	1	4	-4	-2	2	-3	3	1	54.18579	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	55.3192	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	0.50505	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	2	2	2	2	2	1	3	3	3	4	3	3	28540166	2020.09.18 04:25:02	sell	0.10	usdjpy	104.747	104.803	104.641	2020.09.18 04:33:29	104.803	-560
21	28540198	2020.09.18 04:30:00	104.758	104.761	104.754	104.769	104.801	104.747	104.733	104.744	104.721	104.743	104.746	104.772	1	1	-1	1	1	-1	-1	1	-1	1	1	1	0.005	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	1	1	-1	1	4	-4	-2	2	-3	3	1	3	55.73506	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	56.0096	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	0.31005	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	2	2	2	2	1	3	3	3	4	3	3	2	28540198	2020.09.18 04:30:02	sell	0.10	usdjpy	104.772	104.825	104.667	2020.09.18 05:11:49	104.825	-530
22	28540312	2020.09.18 04:35:00	104.761	104.754	104.769	104.801	104.747	104.733	104.744	104.721	104.743	104.746	104.772	104.791	1	-1	1	1	-1	-1	1	-1	1	1	1	1	0.001	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	0.02	1	-1	1	4	-4	-2	2	-3	3	1	3	2	51.21292	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	57.23648	56.43476	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	57.99268	0.3186	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	1.09275	2	2	2	1	3	3	3	4	3	3	2	2	28540312	2020.09.18 04:35:05	sell	0.10	usdjpy	104.792	104.846	104.688	2020.09.18 05:15:11	104.846	-540
23	28540361	2020.09.18 04:40:00	104.754	104.769	104.801	104.747	104.733	104.744	104.721	104.743	104.746	104.772	104.791	104.776	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	-0.006	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	0.02	-0.016	-1	1	4	-4	-2	2	-3	3	1	3	2	-2	52.85929	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	57.23648	56.3426	55.12618	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	57.99268	55.50268	0.25375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	1.09275	0.88395	2	2	1	3	3	3	4	3	3	2	2	3	28540361	2020.09.18 04:40:12	sell	0.10	usdjpy	104.774	104.830	104.670	2020.09.18 05:11:49	104.830	-560
24	28540404	2020.09.18 04:45:00	104.769	104.801	104.747	104.733	104.744	104.721	104.743	104.746	104.772	104.791	104.776	104.79	1	1	-1	-1	1	-1	1	1	1	1	-1	1	0.01	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	0.02	-0.016	0.015	1	4	-4	-2	2	-3	3	1	3	2	-2	2	53.64255	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	57.23648	56.3426	60.3054	57.35654	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	57.99268	55.50268	57.30375	0.4256	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	1.09275	0.88395	0.78085	2	1	3	3	3	4	3	3	2	2	3	2	28540404	2020.09.18 04:45:07	sell	0.10	usdjpy	104.790	104.845	104.685	2020.09.18 05:15:11	104.845	-550
25	28540451	2020.09.18 04:50:00	104.801	104.747	104.733	104.744	104.721	104.743	104.746	104.772	104.791	104.776	104.79	104.764	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	0.032	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	0.02	-0.016	0.015	-0.026	4	-4	-2	2	-3	3	1	3	2	-2	2	-3	59.32985	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	57.23648	56.3426	60.3054	60.08532	61.63823	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	57.99268	55.50268	57.30375	53.10202	1.5834	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	1.09275	0.88395	0.78085	0.5590000000000001	1	3	3	3	4	3	3	2	2	3	2	3	28540451	2020.09.18 04:50:08	sell	0.10	usdjpy	104.763	104.818	104.658	2020.09.18 04:58:18	104.818	-550
26	28540478	2020.09.18 04:55:00	104.747	104.733	104.744	104.721	104.743	104.746	104.772	104.791	104.776	104.79	104.764	104.793	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-0.058	-0.013	0.012	-0.022	0.021	0.004	0.025	0.02	-0.016	0.015	-0.026	0.03	-4	-2	2	-3	3	1	3	2	-2	2	-3	3	53.56714	48.97721	52.06095	49.85265	52.54107	52.89876	53.81942	57.23648	56.3426	60.3054	60.08532	56.54531	52.30875	50.23377	51.81464	48.42872	51.6124	52.03741	55.59552	57.99268	55.50268	57.30375	53.10202	56.81938	0.33	0.01195	0.1785	0.08799999999999999	0.3809	0.133	0.4966	1.09275	0.88395	0.78085	0.5590000000000001	0.06975000000000001	3	3	3	4	3	3	2	2	3	2	3	2	28540478	2020.09.18 04:55:01	sell	0.10	usdjpy	104.788	104.845	104.683	2020.09.18 05:15:11	104.845	-570
