[09/21/2020 14:10:05 / FxUtilitiesController.php:326]
symbol	USDJPY
period	5
dp	dp_2__All_True
this file	[ea-6_tester-1].(20200918_084904).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20200921_141005_518934).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\20200918_084904[eap-2.id-1].[USDJPY-5].dir
order_type	sell
account : 	20118329

s.n.	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
1	28538805	2020.09.18 02:50:00	104.719	104.725	104.725	104.713	104.714	104.725	104.732	104.723	104.713	104.717	104.726	104.72	1	1	1	-1	1	1	1	-1	-1	1	1	-1	0.003	0.005	0.001	-0.014	0.002	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	1	1	1	-2	1	1	1	-1	-2	1	1	-1	47.92456	51.45465	55.22242	52.73653	51.55407	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	50.23973	51.69017	51.69017	48.55382	48.82619	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	0.10005	0.10675	0.1365	0.0315	0.0176	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	3	3	3	4	4	3	3	4	5	4	3	4	28538805	2020.09.18 02:50:01	sell	0.10	usdjpy	104.721	104.730	104.572	2020.09.18 03:10:21	104.730	-90
2	28538838	2020.09.18 02:55:00	104.725	104.725	104.713	104.714	104.725	104.732	104.723	104.713	104.717	104.726	104.72	104.698	1	1	-1	1	1	1	-1	-1	1	1	-1	-1	0.005	0.001	-0.014	0.002	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	1	1	-2	1	1	1	-1	-2	1	1	-1	-3	51.45465	55.22242	52.73653	51.55407	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	51.69017	51.69017	48.55382	48.82619	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	0.10675	0.1365	0.0315	0.0176	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	3	3	4	4	3	3	4	5	4	3	4	6	28538838	2020.09.18 02:55:08	sell	0.10	usdjpy	104.697	104.753	104.591	2020.09.18 03:10:25	104.753	-560
3	28538883	2020.09.18 03:00:00	104.725	104.713	104.714	104.725	104.732	104.723	104.713	104.717	104.726	104.72	104.698	104.693	1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	0.001	-0.014	0.002	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	1	-2	1	1	1	-1	-2	1	1	-1	-3	-1	55.22242	52.73653	51.55407	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	51.69017	48.55382	48.82619	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	0.1365	0.0315	0.0176	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	3	4	4	3	3	4	5	4	3	4	6	6	28538883	2020.09.18 03:00:01	sell	0.10	usdjpy	104.696	104.749	104.591	2020.09.18 03:10:24	104.749	-530
4	28538955	2020.09.18 03:05:00	104.713	104.714	104.725	104.732	104.723	104.713	104.717	104.726	104.72	104.698	104.693	104.693	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	-0.014	0.002	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	-2	1	1	1	-1	-2	1	1	-1	-3	-1	-1	52.73653	51.55407	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	48.55382	48.82619	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	0.0315	0.0176	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	4	4	3	3	4	5	4	3	4	6	6	6	28538955	2020.09.18 03:05:01	sell	0.10	usdjpy	104.693	104.748	104.588	2020.09.18 03:10:24	104.748	-550
5	28539159	2020.09.18 03:10:00	104.714	104.725	104.732	104.723	104.713	104.717	104.726	104.72	104.698	104.693	104.693	104.699	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	0.002	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	1	1	1	-1	-2	1	1	-1	-3	-1	-1	1	51.55407	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	48.82619	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	0.0176	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	4	3	3	4	5	4	3	4	6	6	6	5	28539159	2020.09.18 03:10:01	sell	0.10	usdjpy	104.703	104.755	104.593	2020.09.18 03:10:26	104.755	-520
6	28539421	2020.09.18 03:15:00	104.725	104.732	104.723	104.713	104.717	104.726	104.72	104.698	104.693	104.693	104.699	104.784	1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	0.008	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	1	1	-1	-2	1	1	-1	-3	-1	-1	1	4	55.14209	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	51.78205	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	0.0864	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	3	3	4	5	4	3	4	6	6	6	5	1	28539421	2020.09.18 03:15:02	sell	0.10	usdjpy	104.791	104.748	104.584	2020.09.18 03:27:00	104.748	430
7	28539484	2020.09.18 03:20:00	104.732	104.723	104.713	104.717	104.726	104.72	104.698	104.693	104.693	104.699	104.784	104.709	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	0.008	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	1	-1	-2	1	1	-1	-3	-1	-1	1	4	-4	54.63858	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	53.5782	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	0.1185	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	3	4	5	4	3	4	6	6	6	5	1	4	28539484	2020.09.18 03:20:00	sell	0.10	usdjpy	104.712	104.769	104.605	2020.09.18 03:28:01	104.769	-570
8	28539526	2020.09.18 03:25:00	104.723	104.713	104.717	104.726	104.72	104.698	104.693	104.693	104.699	104.784	104.709	104.705	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-0.008	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	-1	-2	1	1	-1	-3	-1	-1	1	4	-4	-1	51.3947	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	51.00673	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	0.0308	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	4	5	4	3	4	6	6	6	5	1	4	4	28539526	2020.09.18 03:25:06	sell	0.10	usdjpy	104.710	104.766	104.604	2020.09.18 03:27:40	104.766	-560
9	28539569	2020.09.18 03:30:00	104.713	104.717	104.726	104.72	104.698	104.693	104.693	104.699	104.784	104.709	104.705	104.753	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-0.011	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	-2	1	1	-1	-3	-1	-1	1	4	-4	-1	4	47.90207	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	48.2957	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	0.0056	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	5	4	3	4	6	6	6	5	1	4	4	2	28539569	2020.09.18 03:30:01	sell	0.10	usdjpy	104.753	104.810	104.646	2020.09.18 03:52:11	104.810	-570
10	28539620	2020.09.18 03:35:00	104.717	104.726	104.72	104.698	104.693	104.693	104.699	104.784	104.709	104.705	104.753	104.758	1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	0.005	0.01	-0.006	-0.023	-0.004	-0.002	0.006	0.08500000000000001	-0.079	-0.007	0.043	0.005	1	1	-1	-3	-1	-1	1	4	-4	-1	4	1	49.18962	61.2818	68.04893	67.75733	58.28262	49.5741	43.53682	58.70321	52.90352	49.98616	54.18579	55.73506	49.42747	51.92008	50.18431	44.44888	43.26593	43.26593	45.20495	63.70376	48.49702	47.85569	55.3192	56.0096	-0.1295	-0.0255	-0.09810000000000001	-0.09375	-0.3024	-0.37925	-0.3198	1.36475	-0.11565	-0.093	0.50505	0.31005	4	3	4	6	6	6	5	1	4	4	2	2	28539620	2020.09.18 03:35:03	sell	0.10	usdjpy	104.760	104.815	104.655	2020.09.18 03:54:00	104.815	-550
