2016.11.07 15:31;USDCHF
no.;time;close;BB +2s
271;1477036800;0.99261;0.99418469
272;1477033200;0.99263;0.99397706
273;1477029600;0.99276;0.99375153
274;1477026000;0.99258;0.99344417
275;1477022400;0.9927;0.99312323
276;1477018800;0.99301;0.99272852
277;1477015200;0.99269;0.99217898
278;1477011600;0.99114;0.99160121
279;1477008000;0.99164;0.99136963
280;1477004400;0.99171;0.99097417
281;1477000800;0.99049;0.99044475
282;1476997200;0.98834;0.99029713
283;1476993600;0.98843;0.99027764
284;1476990000;0.98844;0.99025793
285;1476986400;0.98887;0.99022076
286;1476982800;0.9893;0.99021733
287;1476979200;0.98871;0.99022601
288;1476975600;0.99044;0.99021855
289;1476972000;0.99014;0.98999641
290;1476968400;0.98991;0.98990698
291;1476964800;0.98931;0.98978332
292;1476961200;0.98879;0.98990327
293;1476957600;0.98906;0.98997089
294;1476954000;0.98945;0.99009079
295;1476950400;0.98909;0.99015615
296;1476946800;0.98868;0.99015585
297;1476943200;0.98881;0.990143
298;1476939600;0.98908;0.9902313
299;1476936000;0.98943;0.99023016
300;1476932400;0.98938;0.9903508
301;1476928800;0.98979;0.99040369
302;1476925200;0.98928;0.99040511
303;1476921600;0.98931;0.99044707
304;1476918000;0.9891;0.99051022
305;1476914400;0.98918;0.99057834
306;1476910800;0.98944;0.9906315
307;1476907200;0.98881;0.99062215
308;1476903600;0.98893;0.99063072
309;1476900000;0.98824;0.99099341
310;1476896400;0.98874;0.99104129
311;1476892800;0.98994;0.99117764
312;1476889200;0.9897;0.9911655
313;1476885600;0.98999;0.99117247
314;1476882000;0.98989;0.991256
315;1476878400;0.98907;0.99125067
316;1476874800;0.98908;0.99128224
317;1476871200;0.98807;0.99134407
318;1476867600;0.989;0.99135494
319;1476864000;0.99019;0.9914235
320;1476860400;0.98985;0.99145623
321;1476856800;0.9898;0.99143098
322;1476853200;0.98975;0.9914126
323;1476849600;0.98993;0.99133662
324;1476846000;0.98996;0.99120557
325;1476842400;0.9899;0.99106384
326;1476838800;0.98913;0.99092884
327;1476835200;0.98866;0.99091672
328;1476831600;0.99134;0.99090323
329;1476828000;0.99048;0.9904316
330;1476824400;0.99083;0.99008994
331;1476820800;0.98976;0.98952298
332;1476817200;0.98884;0.98922165
333;1476813600;0.98784;0.98961664
