2016.11.07 16:05;USDJPY
no.;time;close;BB +2s
1;2016.11.07 16:00;104.416;104.4478496
2;2016.11.07 15:00;104.422;104.44797104
3;2016.11.07 14:00;104.413;104.44849564
4;2016.11.07 13:00;104.405;104.45045505
5;2016.11.07 12:00;104.391;104.45019632
6;2016.11.07 11:00;104.405;104.4492177
7;2016.11.07 10:00;104.424;104.45080015
8;2016.11.07 09:00;104.416;104.45253325
9;2016.11.07 08:00;104.409;104.4532067
10;2016.11.07 07:00;104.426;104.45290547
11;2016.11.05 05:00;104.429;104.45300356
12;2016.11.05 04:00;104.428;104.4539583
13;2016.11.05 03:00;104.43;104.454535
14;2016.11.05 02:00;104.435;104.45396151
15;2016.11.05 01:00;104.449;104.45265932
16;2016.11.05 00:00;104.428;104.44896151
17;2016.11.04 23:00;104.442;104.44852798
18;2016.11.04 22:00;104.415;104.44580526
19;2016.11.04 21:00;104.418;104.4472875
20;2016.11.04 20:00;104.399;104.44989175
21;2016.11.04 19:00;104.406;104.45113595
22;2016.11.04 18:00;104.428;104.45149535
23;2016.11.04 17:00;104.437;104.45109422
24;2016.11.04 16:00;104.412;104.45034229
25;2016.11.04 15:00;104.434;104.4509
26;2016.11.04 14:00;104.442;104.45191615
27;2016.11.04 13:00;104.441;104.45174322
28;2016.11.04 12:00;104.434;104.45247343
29;2016.11.04 11:00;104.413;104.45580316
30;2016.11.04 10:00;104.413;104.45934151
31;2016.11.04 09:00;104.4;104.46053477
32;2016.11.04 08:00;104.4;104.46029134
33;2016.11.04 07:00;104.41;104.45777938
34;2016.11.04 06:00;104.41;104.4569504
35;2016.11.04 05:00;104.426;104.45581321
36;2016.11.04 04:00;104.423;104.45587653
37;2016.11.04 03:00;104.423;104.46006834
38;2016.11.04 02:00;104.433;104.4649777
39;2016.11.04 01:00;104.441;104.46671896
40;2016.11.04 00:00;104.44;104.46714488
41;2016.11.03 23:00;104.432;104.46773139
42;2016.11.03 22:00;104.417;104.46830266
43;2016.11.03 21:00;104.431;104.47147697
44;2016.11.03 20:00;104.431;104.47331856
45;2016.11.03 19:00;104.441;104.47486554
46;2016.11.03 18:00;104.441;104.4725206
47;2016.11.03 17:00;104.445;104.46989031
48;2016.11.03 16:00;104.453;104.46809022
49;2016.11.03 15:00;104.453;104.46184886
50;2016.11.03 14:00;104.442;104.4544849
51;2016.11.03 13:00;104.445;104.44919464
52;2016.11.03 12:00;104.429;104.44571532
53;2016.11.03 11:00;104.44;104.44665524
54;2016.11.03 10:00;104.444;104.44372186
55;2016.11.03 09:00;104.425;104.44054649
56;2016.11.03 08:00;104.399;104.44109778
57;2016.11.03 07:00;104.39;104.44255204
58;2016.11.03 06:00;104.399;104.44756399
59;2016.11.03 05:00;104.399;104.45166812
60;2016.11.03 04:00;104.393;104.45524742
61;2016.11.03 03:00;104.394;104.45891513
62;2016.11.03 02:00;104.375;104.46317596
63;2016.11.03 01:00;104.372;104.46570933
64;2016.11.03 00:00;104.366;104.46667358
65;2016.11.02 23:00;104.387;104.46522354
66;2016.11.02 22:00;104.382;104.46543134
67;2016.11.02 21:00;104.356;104.46357058
68;2016.11.02 20:00;104.403;104.45304026
69;2016.11.02 19:00;104.39;104.4520229
70;2016.11.02 18:00;104.403;104.45250197
71;2016.11.02 17:00;104.428;104.47921402
72;2016.11.02 16:00;104.434;104.50253024
73;2016.11.02 15:00;104.425;104.5230691
74;2016.11.02 14:00;104.43;104.54351228
75;2016.11.02 13:00;104.428;104.55844796
76;2016.11.02 12:00;104.415;104.56837371
77;2016.11.02 11:00;104.436;104.57504186
78;2016.11.02 10:00;104.435;104.57805459
79;2016.11.02 09:00;104.434;104.57958818
80;2016.11.02 08:00;104.436;104.5804421
81;2016.11.02 07:00;104.442;104.58061013
82;2016.11.02 06:00;104.44;104.58079226
83;2016.11.02 05:00;104.437;104.58141979
84;2016.11.02 04:00;104.433;104.58262328
85;2016.11.02 03:00;104.432;104.58290585
86;2016.11.02 02:00;104.419;104.58220028
87;2016.11.02 01:00;104.417;104.58071155
88;2016.11.02 00:00;104.424;104.5757935
89;2016.11.01 23:00;104.457;104.56704787
90;2016.11.01 22:00;104.521;104.56410049
91;2016.11.01 21:00;104.536;104.56426626
92;2016.11.01 20:00;104.546;104.56220029
93;2016.11.01 19:00;104.56;104.55750154
94;2016.11.01 18:00;104.552;104.55044136
95;2016.11.01 17:00;104.538;104.54351924
96;2016.11.01 16:00;104.53;104.53951537
97;2016.11.01 15:00;104.504;104.53752045
98;2016.11.01 14:00;104.493;104.54054338
99;2016.11.01 13:00;104.489;104.54428778
100;2016.11.01 12:00;104.481;104.54592149
101;2016.11.01 11:00;104.481;104.54689464
102;2016.11.01 10:00;104.495;104.54715804
103;2016.11.01 09:00;104.51;104.54646533
104;2016.11.01 08:00;104.511;104.54238392
105;2016.11.01 07:00;104.511;104.53755158
106;2016.11.01 06:00;104.534;104.53154697
107;2016.11.01 05:00;104.532;104.51902214
108;2016.11.01 04:00;104.515;104.50436555
109;2016.11.01 03:00;104.478;104.49215717
110;2016.11.01 02:00;104.482;104.48805585
111;2016.11.01 01:00;104.484;104.48253379
112;2016.11.01 00:00;104.496;104.47775957
113;2016.10.31 23:00;104.464;104.4686096
114;2016.10.31 22:00;104.465;104.46668333
115;2016.10.31 21:00;104.457;104.46209389
116;2016.10.31 20:00;104.445;104.45908662
117;2016.10.31 19:00;104.43;104.4572801
118;2016.10.31 18:00;104.421;104.45833524
119;2016.10.31 17:00;104.428;104.45929165
120;2016.10.31 16:00;104.432;104.46154047
121;2016.10.31 15:00;104.435;104.46186427
122;2016.10.31 14:00;104.425;104.46805812
123;2016.10.31 13:00;104.435;104.47990047
124;2016.10.31 12:00;104.43;104.49089538
125;2016.10.31 11:00;104.448;104.50061965
126;2016.10.31 10:00;104.436;104.50154426
127;2016.10.31 09:00;104.433;104.5002517
128;2016.10.31 08:00;104.43;104.49615058
129;2016.10.31 07:00;104.434;104.48838812
130;2016.10.31 06:00;104.427;104.47701025
131;2016.10.29 05:00;104.4;104.46571297
132;2016.10.29 04:00;104.389;104.4558272
133;2016.10.29 03:00;104.39;104.44697792
134;2016.10.29 02:00;104.397;104.43447211
135;2016.10.29 01:00;104.39;104.41832623
136;2016.10.29 00:00;104.392;104.40154285
137;2016.10.28 23:00;104.38;104.38179463
