2016.11.07 14:33;USDCHF
no.;time;high;BB.+2s
75;2016.11.04 12:33;0.9735;0.98827581
76;2016.11.04 11:33;0.97368;0.98977746
77;2016.11.04 10:33;0.97493;0.99100306
78;2016.11.04 09:33;0.9752;0.99213901
79;2016.11.04 08:33;0.97506;0.99314022
80;2016.11.04 07:33;0.97485;0.99385826
81;2016.11.04 06:33;0.9753;0.99436357
82;2016.11.04 05:33;0.97571;0.99473027
83;2016.11.04 04:33;0.97408;0.99495863
84;2016.11.04 03:33;0.97528;0.99472119
85;2016.11.04 02:33;0.97636;0.99431217
86;2016.11.04 01:33;0.97897;0.99376229
87;2016.11.04 00:33;0.97997;0.99343731
88;2016.11.03 23:33;0.98119;0.99315788
89;2016.11.03 22:33;0.98201;0.99281353
90;2016.11.03 21:33;0.98247;0.99228325
91;2016.11.03 20:33;0.98506;0.99138872
92;2016.11.03 19:33;0.98602;0.99101087
93;2016.11.03 18:33;0.98716;0.99059034
94;2016.11.03 17:33;0.98816;0.99029718
95;2016.11.03 16:33;0.98926;0.99020694
96;2016.11.03 15:33;0.9892;0.99022031
97;2016.11.03 14:33;0.98948;0.99027364
98;2016.11.03 13:33;0.98973;0.99025614
99;2016.11.03 12:33;0.98925;0.99025953
100;2016.11.03 11:33;0.98916;0.99028865
101;2016.11.03 10:33;0.98918;0.99038841
102;2016.11.03 09:33;0.98922;0.99046631
103;2016.11.03 08:33;0.98931;0.99048144
104;2016.11.03 07:33;0.98898;0.99044278
105;2016.11.03 06:33;0.98911;0.99043056
106;2016.11.03 05:33;0.98941;0.99040406
107;2016.11.03 04:33;0.99037;0.99037513
108;2016.11.03 03:33;0.99014;0.99010348
109;2016.11.03 02:33;0.98955;0.98987867
110;2016.11.03 01:33;0.98885;0.98975375
111;2016.11.03 00:33;0.99001;0.98970806
112;2016.11.02 23:33;0.98954;0.98940133
113;2016.11.02 22:33;0.9888;0.9892312
114;2016.11.02 21:33;0.98878;0.99051276
115;2016.11.02 20:33;0.98878;0.99160398
116;2016.11.02 19:33;0.98838;0.99252721
117;2016.11.02 18:33;0.98917;0.99311797
118;2016.11.02 17:33;0.98824;0.99385187
119;2016.11.02 16:33;0.98826;0.99456967
120;2016.11.02 15:33;0.98767;0.99523496
121;2016.11.02 14:33;0.98756;0.9958925
122;2016.11.02 13:33;0.98781;0.99638393
123;2016.11.02 12:33;0.9884;0.99667807
124;2016.11.02 11:33;0.98824;0.99692048
125;2016.11.02 10:33;0.98825;0.99715934
126;2016.11.02 09:33;0.98756;0.99738127
127;2016.11.02 08:33;0.98787;0.99745119
128;2016.11.02 07:33;0.98736;0.99753297
129;2016.11.02 06:33;0.98734;0.99745588
130;2016.11.02 05:33;0.98757;0.99725859
131;2016.11.02 04:33;0.98721;0.9969752
132;2016.11.02 03:33;0.98673;0.99637101
133;2016.11.02 02:33;0.99256;0.99451976
134;2016.11.02 01:33;0.99322;0.99446017
135;2016.11.02 00:33;0.99347;0.99445928
136;2016.11.01 23:33;0.99268;0.99445958
137;2016.11.01 22:33;0.99375;0.99439484
138;2016.11.01 21:33;0.99397;0.99443535
139;2016.11.01 20:33;0.99416;0.99443772
140;2016.11.01 19:33;0.99459;0.99440392
141;2016.11.01 18:33;0.99422;0.99427764
142;2016.11.01 17:33;0.99335;0.99426005
143;2016.11.01 16:33;0.99315;0.99445645
144;2016.11.01 15:33;0.99348;0.99461084
145;2016.11.01 14:33;0.99371;0.99459786
146;2016.11.01 13:33;0.9933;0.9945664
147;2016.11.01 12:33;0.99375;0.99456183
148;2016.11.01 11:33;0.99356;0.99455387
149;2016.11.01 10:33;0.99352;0.99454502
150;2016.11.01 09:33;0.99375;0.99465111
151;2016.11.01 08:33;0.99387;0.99468481
152;2016.11.01 07:33;0.9935;0.99473743
153;2016.11.01 06:33;0.99379;0.99479818
154;2016.11.01 05:33;0.99366;0.99478156
155;2016.11.01 04:33;0.99341;0.99476455
156;2016.11.01 03:33;0.99396;0.99476922
157;2016.11.01 02:33;0.99412;0.99472079
158;2016.11.01 01:33;0.99399;0.99464118
159;2016.11.01 00:33;0.99316;0.99462281
160;2016.10.31 23:33;0.99287;0.99464586
161;2016.10.31 22:33;0.99264;0.99465024
162;2016.10.31 21:33;0.99197;0.9946471
163;2016.10.31 20:33;0.99184;0.99454614
164;2016.10.31 19:33;0.99313;0.99435001
165;2016.10.31 18:33;0.99281;0.99460867
166;2016.10.31 17:33;0.99317;0.99462816
167;2016.10.31 16:33;0.99368;0.99473049
168;2016.10.31 15:33;0.99345;0.99480506
169;2016.10.31 14:33;0.99428;0.99496337
170;2016.10.31 13:33;0.99401;0.99487085
171;2016.10.31 12:33;0.99422;0.99475714
172;2016.10.31 11:33;0.99407;0.99461356
173;2016.10.31 10:33;0.99361;0.99482208
174;2016.10.31 09:33;0.99342;0.99506643
175;2016.10.31 08:33;0.99349;0.99530024
176;2016.10.31 07:33;0.99347;0.99544311
177;2016.10.31 06:33;0.99341;0.99563648
178;2016.10.31 05:33;0.99386;0.99589049
179;2016.10.31 04:33;0.99358;0.99598685
180;2016.10.31 03:33;0.99333;0.9960505
181;2016.10.31 02:33;0.99347;0.9961219
182;2016.10.31 01:33;0.9927;0.99621873
183;2016.10.31 00:33;0.99301;0.99630798
184;2016.10.30 23:33;0.9916;0.99638382
185;2016.10.30 22:33;0.99255;0.99637702
186;2016.10.30 21:33;0.99191;0.99637854
187;2016.10.30 20:33;0.99166;0.9963467
188;2016.10.30 19:33;0.991;0.99658088
189;2016.10.30 18:33;0.99155;0.9975059
190;2016.10.30 17:33;0.99201;0.99819158
191;2016.10.30 16:33;0.99322;0.99820304
192;2016.10.30 15:33;0.99498;0.99816052
193;2016.10.30 14:33;0.99494;0.99815564
194;2016.10.30 13:33;0.99491;0.99816438
195;2016.10.30 12:33;0.99456;0.99814925
196;2016.10.30 11:33;0.99488;0.9981609
197;2016.10.30 10:33;0.99525;0.9981466
198;2016.10.30 09:33;0.99464;0.99810823
199;2016.10.30 08:33;0.99425;0.99810079
200;2016.10.30 07:33;0.99421;0.99810057
201;2016.10.30 06:33;0.99451;0.99809974
202;2016.10.30 05:33;0.99434;0.9980923
203;2016.10.30 04:33;0.9943;0.99808865
204;2016.10.30 03:33;0.99421;0.99808534
205;2016.10.30 02:33;0.9936;0.99808341
206;2016.10.30 01:33;0.99402;0.99808362
207;2016.10.30 00:33;0.99629;0.99808353
208;2016.10.29 23:33;0.99928;0.99790762
209;2016.10.29 22:33;0.99911;0.99686192
210;2016.10.29 21:33;0.99644;0.99532832
211;2016.10.29 20:33;0.99433;0.99489966
212;2016.10.29 19:33;0.99389;0.99488275
213;2016.10.29 18:33;0.99345;0.9948722
214;2016.10.29 17:33;0.99424;0.99487307
215;2016.10.29 16:33;0.99491;0.99483104
216;2016.10.29 15:33;0.99407;0.99462573
217;2016.10.29 14:33;0.99418;0.99461939
218;2016.10.29 13:33;0.99384;0.99457857
219;2016.10.29 12:33;0.99388;0.99466705
220;2016.10.29 11:33;0.99398;0.99465548
221;2016.10.29 10:33;0.99405;0.9946728
222;2016.10.29 09:33;0.99394;0.99477172
223;2016.10.29 08:33;0.99399;0.99484095
224;2016.10.29 07:33;0.99389;0.9949513
225;2016.10.29 06:33;0.99359;0.99522872
226;2016.10.29 05:33;0.994;0.99526889
227;2016.10.29 04:33;0.99386;0.99528751
228;2016.10.29 03:33;0.99402;0.99531194
229;2016.10.29 02:33;0.99367;0.99533211
230;2016.10.29 01:33;0.99211;0.9953337
231;2016.10.29 00:33;0.99301;0.9951477
232;2016.10.28 23:33;0.99356;0.99511044
233;2016.10.28 22:33;0.99341;0.99525173
234;2016.10.28 21:33;0.99325;0.995309
235;2016.10.28 20:33;0.9934;0.99539673
236;2016.10.28 19:33;0.99402;0.99553609
237;2016.10.28 18:33;0.99385;0.99563942
238;2016.10.28 17:33;0.99444;0.99579468
239;2016.10.28 16:33;0.99372;0.99579203
240;2016.10.28 15:33;0.99412;0.99576725
241;2016.10.28 14:33;0.99462;0.99576425
242;2016.10.28 13:33;0.99445;0.99578241
243;2016.10.28 12:33;0.99471;0.99582075
244;2016.10.28 11:33;0.99542;0.99581067
245;2016.10.28 10:33;0.99428;0.99572269
246;2016.10.28 09:33;0.99423;0.99577775
247;2016.10.28 08:33;0.99422;0.99580918
248;2016.10.28 07:33;0.99427;0.99585819
249;2016.10.28 06:33;0.99376;0.9958623
250;2016.10.28 05:33;0.99344;0.99586826
251;2016.10.28 04:33;0.99417;0.99604476
252;2016.10.28 03:33;0.9951;0.99621993
253;2016.10.28 02:33;0.99484;0.99626787
254;2016.10.28 01:33;0.99522;0.99632522
255;2016.10.28 00:33;0.99551;0.99628426
256;2016.10.27 23:33;0.99526;0.99613792
257;2016.10.27 22:33;0.99564;0.9960274
258;2016.10.27 21:33;0.99426;0.9960035
259;2016.10.27 20:33;0.9944;0.99603927
260;2016.10.27 19:33;0.99435;0.99601457
261;2016.10.27 18:33;0.99487;0.99610408
262;2016.10.27 17:33;0.99502;0.99641704
263;2016.10.27 16:33;0.99421;0.99647931
264;2016.10.27 15:33;0.99476;0.9965288
265;2016.10.27 14:33;0.99512;0.99634342
266;2016.10.27 13:33;0.99498;0.99597122
267;2016.10.27 12:33;0.99518;0.99558754
268;2016.10.27 11:33;0.99416;0.99499743
269;2016.10.27 10:33;0.99371;0.99457
270;2016.10.27 09:33;0.99261;0.99418469
271;2016.10.27 08:33;0.99263;0.99397706
272;2016.10.27 07:33;0.99276;0.99375153
273;2016.10.27 06:33;0.99258;0.99344417
274;2016.10.27 05:33;0.9927;0.99312323
275;2016.10.27 04:33;0.99301;0.99272852
276;2016.10.27 03:33;0.99269;0.99217898
277;2016.10.27 02:33;0.99114;0.99160121
278;2016.10.27 01:33;0.99164;0.99136963
279;2016.10.27 00:33;0.99171;0.99097417
280;2016.10.26 23:33;0.99049;0.99044475
281;2016.10.26 22:33;0.98834;0.99029713
282;2016.10.26 21:33;0.98843;0.99027764
283;2016.10.26 20:33;0.98844;0.99025793
284;2016.10.26 19:33;0.98887;0.99022076
285;2016.10.26 18:33;0.9893;0.99021733
286;2016.10.26 17:33;0.98871;0.99022601
287;2016.10.26 16:33;0.99044;0.99021855
288;2016.10.26 15:33;0.99014;0.98999641
289;2016.10.26 14:33;0.98991;0.98990698
290;2016.10.26 13:33;0.98931;0.98978332
291;2016.10.26 12:33;0.98879;0.98990327
292;2016.10.26 11:33;0.98906;0.98997089
293;2016.10.26 10:33;0.98945;0.99009079
294;2016.10.26 09:33;0.98909;0.99015615
295;2016.10.26 08:33;0.98868;0.99015585
296;2016.10.26 07:33;0.98881;0.990143
297;2016.10.26 06:33;0.98908;0.9902313
298;2016.10.26 05:33;0.98943;0.99023016
299;2016.10.26 04:33;0.98938;0.9903508
300;2016.10.26 03:33;0.98979;0.99040369
301;2016.10.26 02:33;0.98928;0.99040511
302;2016.10.26 01:33;0.98931;0.99044707
303;2016.10.26 00:33;0.9891;0.99051022
304;2016.10.25 23:33;0.98918;0.99057834
305;2016.10.25 22:33;0.98944;0.9906315
306;2016.10.25 21:33;0.98881;0.99062215
307;2016.10.25 20:33;0.98893;0.99063072
308;2016.10.25 19:33;0.98824;0.99099341
309;2016.10.25 18:33;0.98874;0.99104129
310;2016.10.25 17:33;0.98994;0.99117764
311;2016.10.25 16:33;0.9897;0.9911655
312;2016.10.25 15:33;0.98999;0.99117247
313;2016.10.25 14:33;0.98989;0.991256
314;2016.10.25 13:33;0.98907;0.99125067
315;2016.10.25 12:33;0.98908;0.99128224
316;2016.10.25 11:33;0.98807;0.99134407
317;2016.10.25 10:33;0.989;0.99135494
318;2016.10.25 09:33;0.99019;0.9914235
319;2016.10.25 08:33;0.98985;0.99145623
320;2016.10.25 07:33;0.9898;0.99143098
321;2016.10.25 06:33;0.98975;0.9914126
322;2016.10.25 05:33;0.98993;0.99133662
323;2016.10.25 04:33;0.98996;0.99120557
324;2016.10.25 03:33;0.9899;0.99106384
325;2016.10.25 02:33;0.98913;0.99092884
326;2016.10.25 01:33;0.98866;0.99091672
327;2016.10.25 00:33;0.99134;0.99090323
328;2016.10.24 23:33;0.99048;0.9904316
329;2016.10.24 22:33;0.99083;0.99008994
330;2016.10.24 21:33;0.98976;0.98952298
331;2016.10.24 20:33;0.98884;0.98922165
332;2016.10.24 19:33;0.98784;0.98961664
333;2016.10.24 18:33;0.98837;0.98967437
334;2016.10.24 17:33;0.98827;0.98966048
335;2016.10.24 16:33;0.98786;0.98969088
336;2016.10.24 15:33;0.98795;0.98982372
337;2016.10.24 14:33;0.98765;0.9898854
338;2016.10.24 13:33;0.98696;0.98991354
339;2016.10.24 12:33;0.98741;0.99004926
340;2016.10.24 11:33;0.98707;0.99007033
341;2016.10.24 10:33;0.98754;0.99006711
342;2016.10.24 09:33;0.98804;0.99005806
343;2016.10.24 08:33;0.98847;0.9900676
344;2016.10.24 07:33;0.98863;0.99019528
345;2016.10.24 06:33;0.989;0.99038684
346;2016.10.24 05:33;0.98838;0.99061049
347;2016.10.24 04:33;0.98907;0.99078231
348;2016.10.24 03:33;0.98836;0.99093816
349;2016.10.24 02:33;0.98792;0.99101875
350;2016.10.24 01:33;0.98799;0.99104227
351;2016.10.24 00:33;0.99029;0.99105194
352;2016.10.23 23:33;0.98873;0.99099797
353;2016.10.23 22:33;0.98813;0.99098385
354;2016.10.23 21:33;0.98863;0.99088622
355;2016.10.23 20:33;0.98928;0.99086653
356;2016.10.23 19:33;0.98889;0.99093039
357;2016.10.23 18:33;0.98869;0.99101882
358;2016.10.23 17:33;0.98988;0.99099043
359;2016.10.23 16:33;0.98915;0.9909721
360;2016.10.23 15:33;0.98955;0.9909674
361;2016.10.23 14:33;0.9893;0.99097737
362;2016.10.23 13:33;0.98915;0.99118005
363;2016.10.23 12:33;0.98986;0.99118921
364;2016.10.23 11:33;0.99024;0.99126019
365;2016.10.23 10:33;0.99052;0.99124672
366;2016.10.23 09:33;0.99044;0.99116421
367;2016.10.23 08:33;0.99044;0.99112647
368;2016.10.23 07:33;0.99018;0.99114654
369;2016.10.23 06:33;0.99028;0.99113006
370;2016.10.23 05:33;0.9904;0.99099483
371;2016.10.23 04:33;0.98982;0.99075625
372;2016.10.23 03:33;0.98952;0.99063422
373;2016.10.23 02:33;0.98981;0.99049291
374;2016.10.23 01:33;0.99013;0.99026423
375;2016.10.23 00:33;0.9886;0.98987143
376;2016.10.22 23:33;0.98824;0.98977889
377;2016.10.22 22:33;0.98903;0.98969817
378;2016.10.22 21:33;0.98939;0.98948099
379;2016.10.22 20:33;0.9894;0.9891317
380;2016.10.22 19:33;0.98899;0.9888147
381;2016.10.22 18:33;0.98758;0.98854948
382;2016.10.22 17:33;0.98881;0.98853068
383;2016.10.22 16:33;0.98778;0.98828407
384;2016.10.22 15:33;0.98778;0.98854053
385;2016.10.22 14:33;0.98764;0.98867662
386;2016.10.22 13:33;0.98703;0.98910261
387;2016.10.22 12:33;0.98623;0.98925249
388;2016.10.22 11:33;0.98618;0.98949092
389;2016.10.22 10:33;0.98641;0.98959696
390;2016.10.22 09:33;0.98662;0.98983317
391;2016.10.22 08:33;0.98604;0.98998399
392;2016.10.22 07:33;0.98627;0.98998117
393;2016.10.22 06:33;0.9861;0.990339
394;2016.10.22 05:33;0.98669;0.99070111
395;2016.10.22 04:33;0.98602;0.9909091
396;2016.10.22 03:33;0.98627;0.99097141
397;2016.10.22 02:33;0.98735;0.99102514
398;2016.10.22 01:33;0.98699;0.991217
399;2016.10.22 00:33;0.98795;0.99122898
400;2016.10.21 23:33;0.98774;0.99140368
401;2016.10.21 22:33;0.98742;0.99137373
402;2016.10.21 21:33;0.98775;0.99125427
403;2016.10.21 20:33;0.98886;0.9912432
404;2016.10.21 19:33;0.98849;0.99131296
405;2016.10.21 18:33;0.98958;0.99127705
406;2016.10.21 17:33;0.98842;0.99128387
407;2016.10.21 16:33;0.98901;0.99123908
408;2016.10.21 15:33;0.98847;0.99123527
409;2016.10.21 14:33;0.98929;0.99117777
410;2016.10.21 13:33;0.98896;0.99119148
411;2016.10.21 12:33;0.98829;0.99127636
412;2016.10.21 11:33;0.99037;0.99126644
413;2016.10.21 10:33;0.99079;0.99120146
414;2016.10.21 09:33;0.99019;0.99109923
415;2016.10.21 08:33;0.99016;0.99110338
416;2016.10.21 07:33;0.99033;0.99106404
417;2016.10.21 06:33;0.99064;0.99095124
418;2016.10.21 05:33;0.99014;0.99075339
419;2016.10.21 04:33;0.99074;0.99066067
420;2016.10.21 03:33;0.98954;0.99041464
421;2016.10.21 02:33;0.98885;0.99035407
422;2016.10.21 01:33;0.99032;0.99034994
423;2016.10.21 00:33;0.99032;0.99011415
424;2016.10.20 23:33;0.98934;0.98985496
425;2016.10.20 22:33;0.98973;0.98980168
426;2016.10.20 21:33;0.98898;0.98964026
427;2016.10.20 20:33;0.98911;0.98963896
428;2016.10.20 19:33;0.98935;0.989582
429;2016.10.20 18:33;0.9899;0.98960782
430;2016.10.20 17:33;0.98822;0.98963966
431;2016.10.20 16:33;0.98836;0.98966601
432;2016.10.20 15:33;0.98917;0.98964815
433;2016.10.20 14:33;0.9884;0.98970985
434;2016.10.20 13:33;0.98807;0.98976437
435;2016.10.20 12:33;0.98822;0.98996428
436;2016.10.20 11:33;0.98863;0.9902252
437;2016.10.20 10:33;0.98897;0.99036365
438;2016.10.20 09:33;0.98814;0.99046797
439;2016.10.20 08:33;0.9879;0.99055087
440;2016.10.20 07:33;0.9884;0.99055159
441;2016.10.20 06:33;0.98872;0.9903924
442;2016.10.20 05:33;0.98851;0.99019063
443;2016.10.20 04:33;0.98899;0.99002807
444;2016.10.20 03:33;0.98889;0.98967114
445;2016.10.20 02:33;0.98837;0.98918738
446;2016.10.20 01:33;0.9878;0.98874025
447;2016.10.20 00:33;0.98815;0.98832385
448;2016.10.19 23:33;0.98698;0.9877251
449;2016.10.19 22:33;0.98604;0.98732786
450;2016.10.19 21:33;0.98715;0.98706543
451;2016.10.19 20:33;0.98759;0.98653052
452;2016.10.19 19:33;0.98587;0.98567468
453;2016.10.19 18:33;0.98613;0.98526929
454;2016.10.19 17:33;0.98511;0.98462167
455;2016.10.19 16:33;0.9842;0.98424629
456;2016.10.19 15:33;0.9839;0.98429333
457;2016.10.19 14:33;0.9831;0.98441215
458;2016.10.19 13:33;0.98318;0.98477166
459;2016.10.19 12:33;0.98341;0.98491733
460;2016.10.19 11:33;0.98379;0.9850473
461;2016.10.19 10:33;0.98296;0.98502054
462;2016.10.19 09:33;0.98214;0.98506361
463;2016.10.19 08:33;0.98213;0.98514733
464;2016.10.19 07:33;0.98266;0.98512687
465;2016.10.19 06:33;0.98243;0.98499526
466;2016.10.19 05:33;0.98258;0.98491398
467;2016.10.19 04:33;0.98287;0.98473359
468;2016.10.19 03:33;0.98267;0.984443
469;2016.10.19 02:33;0.98323;0.98413215
470;2016.10.19 01:33;0.98188;0.98364031
471;2016.10.19 00:33;0.98333;0.98335603
472;2016.10.18 23:33;0.98368;0.98268057
473;2016.10.18 22:33;0.98297;0.98175004
474;2016.10.18 21:33;0.98188;0.98091245
475;2016.10.18 20:33;0.98063;0.98055632
476;2016.10.18 19:33;0.98009;0.98032117
477;2016.10.18 18:33;0.97896;0.98007697
478;2016.10.18 17:33;0.97915;0.98018645
479;2016.10.18 16:33;0.97845;0.98100497
480;2016.10.18 15:33;0.97832;0.98146939
481;2016.10.18 14:33;0.97803;0.98189026
482;2016.10.18 13:33;0.97781;0.98222226
483;2016.10.18 12:33;0.97824;0.98268971
484;2016.10.18 11:33;0.97827;0.98304248
485;2016.10.18 10:33;0.97741;0.98332146
486;2016.10.18 09:33;0.97761;0.98358058
487;2016.10.18 08:33;0.97769;0.98380487
488;2016.10.18 07:33;0.97761;0.98394599
489;2016.10.18 06:33;0.97762;0.98393123
490;2016.10.18 05:33;0.97744;0.98383026
491;2016.10.18 04:33;0.9788;0.98358108
492;2016.10.18 03:33;0.97883;0.98350425
493;2016.10.18 02:33;0.97954;0.983393
494;2016.10.18 01:33;0.9807;0.98334176
495;2016.10.18 00:33;0.97952;0.98334196
496;2016.10.17 23:33;0.97818;0.98333134
497;2016.10.17 22:33;0.97967;0.982927
498;2016.10.17 21:33;0.98228;0.98293425
499;2016.10.17 20:33;0.98151;0.98290123
500;2016.10.17 19:33;0.98159;0.98292605
501;2016.10.17 18:33;0.98143;0.98302949
502;2016.10.17 17:33;0.98233;0.98330425
503;2016.10.17 16:33;0.98205;0.98324083
504;2016.10.17 15:33;0.98189;0.98321643
505;2016.10.17 14:33;0.98231;0.98314354
506;2016.10.17 13:33;0.98238;0.98320485
507;2016.10.17 12:33;0.9822;0.98308302
508;2016.10.17 11:33;0.98152;0.98297196
509;2016.10.17 10:33;0.98125;0.98288283
510;2016.10.17 09:33;0.98049;0.98276897
511;2016.10.17 08:33;0.98096;0.98271737
512;2016.10.17 07:33;0.98084;0.98254679
513;2016.10.17 06:33;0.98056;0.98230497
514;2016.10.17 05:33;0.98073;0.9820673
515;2016.10.17 04:33;0.98182;0.98174725
516;2016.10.17 03:33;0.98038;0.98105738
517;2016.10.17 02:33;0.97963;0.9805832
518;2016.10.17 01:33;0.97984;0.98018331
519;2016.10.17 00:33;0.97989;0.97964241
520;2016.10.16 23:33;0.97903;0.97897546
521;2016.10.16 22:33;0.9778;0.97843026
522;2016.10.16 21:33;0.97843;0.97810951
523;2016.10.16 20:33;0.97799;0.9777695
524;2016.10.16 19:33;0.97805;0.97755364
525;2016.10.16 18:33;0.97618;0.9772525
526;2016.10.16 17:33;0.97633;0.97738583
527;2016.10.16 16:33;0.97572;0.97748975
528;2016.10.16 15:33;0.97564;0.9776756
529;2016.10.16 14:33;0.97543;0.97788464
530;2016.10.16 13:33;0.97517;0.97805327
531;2016.10.16 12:33;0.97483;0.97825897
532;2016.10.16 11:33;0.97488;0.97857771
533;2016.10.16 10:33;0.97449;0.97894655
534;2016.10.16 09:33;0.97408;0.97921831
535;2016.10.16 08:33;0.974;0.97932221
536;2016.10.16 07:33;0.97416;0.97940439
537;2016.10.16 06:33;0.97417;0.97944376
538;2016.10.16 05:33;0.97423;0.97952785
539;2016.10.16 04:33;0.97412;0.97953473
540;2016.10.16 03:33;0.97399;0.97944434
541;2016.10.16 02:33;0.97535;0.97919348
542;2016.10.16 01:33;0.97696;0.97914584
543;2016.10.16 00:33;0.97709;0.97936968
544;2016.10.15 23:33;0.97687;0.97971853
545;2016.10.15 22:33;0.97693;0.97989716
546;2016.10.15 21:33;0.97692;0.98011026
547;2016.10.15 20:33;0.97701;0.98006582
548;2016.10.15 19:33;0.97717;0.98049226
549;2016.10.15 18:33;0.97696;0.98098229
550;2016.10.15 17:33;0.97721;0.98112887
551;2016.10.15 16:33;0.97793;0.98130069
552;2016.10.15 15:33;0.97838;0.98131682
553;2016.10.15 14:33;0.97821;0.9813758
554;2016.10.15 13:33;0.97763;0.98136649
555;2016.10.15 12:33;0.97786;0.98132894
556;2016.10.15 11:33;0.97781;0.98135621
557;2016.10.15 10:33;0.97849;0.98184078
558;2016.10.15 09:33;0.97845;0.98228201
559;2016.10.15 08:33;0.97862;0.98254731
560;2016.10.15 07:33;0.97892;0.98276137
561;2016.10.15 06:33;0.97893;0.98290774
562;2016.10.15 05:33;0.97928;0.98298658
563;2016.10.15 04:33;0.97992;0.98300655
564;2016.10.15 03:33;0.97952;0.98290938
565;2016.10.15 02:33;0.97985;0.98279536
566;2016.10.15 01:33;0.97797;0.98254639
567;2016.10.15 00:33;0.98091;0.98248704
568;2016.10.14 23:33;0.98143;0.98195784
569;2016.10.14 22:33;0.98046;0.98117164
570;2016.10.14 21:33;0.98072;0.98045929
571;2016.10.14 20:33;0.97941;0.97953062
572;2016.10.14 19:33;0.97979;0.97887539
573;2016.10.14 18:33;0.97886;0.97788027
574;2016.10.14 17:33;0.97808;0.97701639
575;2016.10.14 16:33;0.97758;0.97625317
576;2016.10.14 15:33;0.97507;0.97562552
577;2016.10.14 14:33;0.97458;0.97549783
578;2016.10.14 13:33;0.9748;0.97534555
579;2016.10.14 12:33;0.97453;0.97510004
580;2016.10.14 11:33;0.9743;0.97488154
581;2016.10.14 10:33;0.97425;0.97468074
