2016.11.07 14:26;USDCHF
no.;time;high;BB.+2s
1;2016.11.07 14:26;0.97637;0.97766443
2;2016.11.07 13:26;0.97621;0.97724743
3;2016.11.07 12:26;0.97601;0.97698675
4;2016.11.07 11:26;0.97599;0.97689726
5;2016.11.07 10:26;0.97416;0.97694037
6;2016.11.07 09:26;0.97465;0.9771258
7;2016.11.07 08:26;0.97484;0.97730393
8;2016.11.07 07:26;0.97638;0.97742164
9;2016.11.07 06:26;0.96945;0.97746419
10;2016.11.07 05:26;0.97031;0.97745316
11;2016.11.07 04:26;0.97094;0.97747645
12;2016.11.07 03:26;0.97035;0.97751225
13;2016.11.07 02:26;0.9692;0.97750684
14;2016.11.07 01:26;0.97043;0.9773
15;2016.11.07 00:26;0.97249;0.9767369
16;2016.11.06 23:26;0.97178;0.97646251
17;2016.11.06 22:26;0.97337;0.97619824
18;2016.11.06 21:26;0.97399;0.97605785
19;2016.11.06 20:26;0.97443;0.97562793
20;2016.11.06 19:26;0.975;0.97558745
21;2016.11.06 18:26;0.97465;0.97567397
22;2016.11.06 17:26;0.9754;0.97566731
23;2016.11.06 16:26;0.97574;0.97573198
24;2016.11.06 15:26;0.97577;0.97579694
25;2016.11.06 14:26;0.97519;0.97571639
26;2016.11.06 13:26;0.97536;0.97567102
27;2016.11.06 12:26;0.97547;0.97601004
28;2016.11.06 11:26;0.97514;0.97620146
29;2016.11.06 10:26;0.97471;0.97617024
30;2016.11.06 09:26;0.9745;0.97622687
31;2016.11.06 08:26;0.97411;0.97625576
32;2016.11.06 07:26;0.97408;0.97634434
33;2016.11.06 06:26;0.97415;0.97627022
34;2016.11.06 05:26;0.97423;0.97614458
35;2016.11.06 04:26;0.9742;0.97606252
36;2016.11.06 03:26;0.97479;0.97595438
37;2016.11.06 02:26;0.97495;0.97589607
38;2016.11.06 01:26;0.97493;0.97569636
39;2016.11.06 00:26;0.976;0.97557641
40;2016.11.05 23:26;0.97542;0.97539732
41;2016.11.05 22:26;0.97493;0.97494641
42;2016.11.05 21:26;0.97405;0.97452571
43;2016.11.05 20:26;0.97318;0.97442365
44;2016.11.05 19:26;0.97302;0.97433041
45;2016.11.05 18:26;0.97305;0.97424307
46;2016.11.05 17:26;0.97097;0.97424037
47;2016.11.05 16:26;0.97093;0.97424159
48;2016.11.05 15:26;0.97099;0.97428206
49;2016.11.05 14:26;0.97064;0.97432468
50;2016.11.05 13:26;0.97026;0.97431569
51;2016.11.05 12:26;0.97127;0.97425734
52;2016.11.05 11:26;0.97218;0.97448495
53;2016.11.05 10:26;0.97322;0.97457856
54;2016.11.05 09:26;0.97341;0.97464085
55;2016.11.05 08:26;0.97332;0.97465152
56;2016.11.05 07:26;0.97326;0.97469328
57;2016.11.05 06:26;0.97383;0.97476731
58;2016.11.05 05:26;0.97397;0.97507662
59;2016.11.05 04:26;0.97368;0.9753631
60;2016.11.05 03:26;0.9728;0.97565295
61;2016.11.05 02:26;0.97189;0.97592418
62;2016.11.05 01:26;0.9714;0.97624569
63;2016.11.05 00:26;0.97193;0.97645348
64;2016.11.04 23:26;0.97316;0.97637095
65;2016.11.04 22:26;0.97282;0.97649063
66;2016.11.04 21:26;0.97263;0.9768731
67;2016.11.04 20:26;0.97335;0.97769123
68;2016.11.04 19:26;0.97283;0.97876678
69;2016.11.04 18:26;0.97167;0.97995472
70;2016.11.04 17:26;0.97445;0.98107124
71;2016.11.04 16:26;0.97449;0.98205842
72;2016.11.04 15:26;0.97378;0.98368923
73;2016.11.04 14:26;0.97334;0.98524199
74;2016.11.04 13:26;0.97364;0.98677442
75;2016.11.04 12:26;0.97373;0.98827581
76;2016.11.04 11:26;0.97494;0.98977746
77;2016.11.04 10:26;0.9754;0.99100306
78;2016.11.04 09:26;0.97525;0.99213901
79;2016.11.04 08:26;0.9752;0.99314022
80;2016.11.04 07:26;0.97518;0.99385826
81;2016.11.04 06:26;0.97601;0.99436357
82;2016.11.04 05:26;0.97609;0.99473027
83;2016.11.04 04:26;0.9753;0.99495863
84;2016.11.04 03:26;0.97681;0.99472119
85;2016.11.04 02:26;0.97917;0.99431217
86;2016.11.04 01:26;0.98028;0.99376229
87;2016.11.04 00:26;0.98192;0.99343731
88;2016.11.03 23:26;0.98214;0.99315788
89;2016.11.03 22:26;0.98339;0.99281353
90;2016.11.03 21:26;0.98527;0.99228325
