2016.11.07 15:32;USDCHF
no.;time;close;BB +2s
1;2016.11.07 15:00;0.97723;0.97828024
2;2016.11.07 14:00;0.97682;0.97776215
3;2016.11.07 13:00;0.97608;0.97724743
4;2016.11.07 12:00;0.97548;0.97698675
5;2016.11.07 11:00;0.97551;0.97689726
6;2016.11.07 10:00;0.97386;0.97694037
7;2016.11.07 09:00;0.97359;0.9771258
8;2016.11.07 08:00;0.97445;0.97730393
9;2016.11.07 07:00;0.97478;0.97742164
10;2016.11.05 05:00;0.96806;0.97746419
11;2016.11.05 04:00;0.96887;0.97745316
12;2016.11.05 03:00;0.97025;0.97747645
13;2016.11.05 02:00;0.97025;0.97751225
14;2016.11.05 01:00;0.96911;0.97750684
15;2016.11.05 00:00;0.96829;0.9773
16;2016.11.04 23:00;0.9703;0.9767369
17;2016.11.04 22:00;0.97099;0.97646251
18;2016.11.04 21:00;0.97177;0.97619824
19;2016.11.04 20:00;0.97134;0.97605785
20;2016.11.04 19:00;0.97339;0.97562793
21;2016.11.04 18:00;0.9741;0.97558745
22;2016.11.04 17:00;0.97367;0.97567397
23;2016.11.04 16:00;0.97462;0.97566731
24;2016.11.04 15:00;0.97498;0.97573198
25;2016.11.04 14:00;0.97573;0.97579694
26;2016.11.04 13:00;0.97513;0.97571639
27;2016.11.04 12:00;0.97494;0.97567102
28;2016.11.04 11:00;0.97523;0.97601004
29;2016.11.04 10:00;0.97506;0.97620146
30;2016.11.04 09:00;0.97427;0.97617024
31;2016.11.04 08:00;0.97448;0.97622687
32;2016.11.04 07:00;0.97391;0.97625576
33;2016.11.04 06:00;0.97385;0.97634434
34;2016.11.04 05:00;0.97389;0.97627022
35;2016.11.04 04:00;0.9739;0.97614458
36;2016.11.04 03:00;0.97413;0.97606252
37;2016.11.04 02:00;0.9737;0.97595438
38;2016.11.04 01:00;0.97466;0.97589607
39;2016.11.04 00:00;0.97449;0.97569636
40;2016.11.03 23:00;0.97443;0.97557641
41;2016.11.03 22:00;0.9752;0.97539732
42;2016.11.03 21:00;0.97478;0.97494641
43;2016.11.03 20:00;0.9733;0.97452571
44;2016.11.03 19:00;0.97286;0.97442365
45;2016.11.03 18:00;0.97255;0.97433041
46;2016.11.03 17:00;0.97276;0.97424307
47;2016.11.03 16:00;0.97071;0.97424037
48;2016.11.03 15:00;0.97028;0.97424159
49;2016.11.03 14:00;0.97094;0.97428206
50;2016.11.03 13:00;0.9706;0.97432468
51;2016.11.03 12:00;0.9701;0.97431569
52;2016.11.03 11:00;0.96961;0.97425734
53;2016.11.03 10:00;0.97074;0.97448495
54;2016.11.03 09:00;0.97209;0.97457856
55;2016.11.03 08:00;0.9731;0.97464085
56;2016.11.03 07:00;0.97319;0.97465152
57;2016.11.03 06:00;0.97314;0.97469328
58;2016.11.03 05:00;0.97323;0.97476731
59;2016.11.03 04:00;0.97372;0.97507662
60;2016.11.03 03:00;0.97318;0.9753631
61;2016.11.03 02:00;0.97218;0.97565295
62;2016.11.03 01:00;0.9718;0.97592418
63;2016.11.03 00:00;0.97008;0.97624569
64;2016.11.02 23:00;0.97038;0.97645348
65;2016.11.02 22:00;0.97119;0.97637095
