2016.11.07 16:14;USDJPY
no.;time;close;BB +2s
1;2016.11.07 16:00;104.438;104.85987646
2;2016.11.07 15:00;104.424;104.76153129
3;2016.11.07 14:00;104.356;104.64763966
4;2016.11.07 13:00;104.433;104.52625642
5;2016.11.07 12:00;104.28;104.36637432
6;2016.11.07 11:00;104.271;104.22698389
7;2016.11.07 10:00;104.125;104.06406996
8;2016.11.07 09:00;103.957;103.91037298
9;2016.11.07 08:00;104.159;103.77832269
10;2016.11.07 07:00;103.856;103.52165098
11;2016.11.05 05:00;103.079;103.29805971
12;2016.11.05 04:00;102.987;103.29901802
13;2016.11.05 03:00;103.14;103.2999436
14;2016.11.05 02:00;103.182;103.29576917
15;2016.11.05 01:00;103.055;103.28149785
16;2016.11.05 00:00;103.016;103.2799777
17;2016.11.04 23:00;103.151;103.28131931
18;2016.11.04 22:00;102.888;103.26853066
19;2016.11.04 21:00;103;103.26562343
20;2016.11.04 20:00;102.953;103.26810167
21;2016.11.04 19:00;102.968;103.27906785
22;2016.11.04 18:00;102.954;103.2805208
23;2016.11.04 17:00;103.019;103.30723661
24;2016.11.04 16:00;103.245;103.32393363
25;2016.11.04 15:00;103.338;103.31369218
26;2016.11.04 14:00;103.256;103.26596891
27;2016.11.04 13:00;103.07;103.23790452
28;2016.11.04 12:00;103.056;103.23762946
29;2016.11.04 11:00;103.085;103.27710114
30;2016.11.04 10:00;103.049;103.28327123
31;2016.11.04 09:00;102.934;103.28012638
32;2016.11.04 08:00;103.064;103.28780927
33;2016.11.04 07:00;102.919;103.30156064
34;2016.11.04 06:00;102.962;103.30081598
35;2016.11.04 05:00;102.958;103.32925782
36;2016.11.04 04:00;102.916;103.36427676
37;2016.11.04 03:00;102.99;103.42467056
38;2016.11.04 02:00;103.007;103.46795056
39;2016.11.04 01:00;103.059;103.50500254
40;2016.11.04 00:00;103.15;103.53171974
41;2016.11.03 23:00;103.059;103.56605382
42;2016.11.03 22:00;103.258;103.59143125
43;2016.11.03 21:00;103.215;103.59837537
44;2016.11.03 20:00;103.182;103.58967693
45;2016.11.03 19:00;103.01;103.59402177
46;2016.11.03 18:00;102.908;103.6083136
47;2016.11.03 17:00;102.911;103.62060932
48;2016.11.03 16:00;102.65;103.64311745
49;2016.11.03 15:00;102.74;103.6298244
50;2016.11.03 14:00;102.831;103.63414367
51;2016.11.03 13:00;102.751;103.66264178
52;2016.11.03 12:00;102.604;103.69407762
53;2016.11.03 11:00;102.847;103.66154951
54;2016.11.03 10:00;103.2;103.71998361
55;2016.11.03 09:00;103.248;103.79797354
56;2016.11.03 08:00;103.383;103.83159578
57;2016.11.03 07:00;103.344;103.88034514
58;2016.11.03 06:00;103.335;103.91133851
59;2016.11.03 05:00;103.304;103.97236641
60;2016.11.03 04:00;103.397;104.06378927
61;2016.11.03 03:00;103.318;104.14608844
62;2016.11.03 02:00;103.311;104.19861139
63;2016.11.03 01:00;103.113;104.2573523
64;2016.11.03 00:00;103.225;104.30336921
65;2016.11.02 23:00;103.227;104.32902784
66;2016.11.02 22:00;103.218;104.32923873
67;2016.11.02 21:00;103.327;104.35179194
68;2016.11.02 20:00;103.256;104.38911698
69;2016.11.02 19:00;103.388;104.47040717
70;2016.11.02 18:00;103.526;104.55691497
71;2016.11.02 17:00;103.659;104.68773893
72;2016.11.02 16:00;103.656;104.82087933
73;2016.11.02 15:00;103.859;104.91333643
74;2016.11.02 14:00;103.836;105.03114204
75;2016.11.02 13:00;103.68;105.12160507
76;2016.11.02 12:00;103.782;105.20724078
77;2016.11.02 11:00;103.708;105.25958922
78;2016.11.02 10:00;103.889;105.27008579
79;2016.11.02 09:00;104.064;105.28884075
80;2016.11.02 08:00;104.08;105.3170734
81;2016.11.02 07:00;103.994;105.3370094
82;2016.11.02 06:00;104.074;105.33220572
83;2016.11.02 05:00;104.158;105.32656672
84;2016.11.02 04:00;104.059;105.31508299
85;2016.11.02 03:00;103.961;105.28090865
86;2016.11.02 02:00;104.198;105.1945538
87;2016.11.02 01:00;104.278;105.12598439
88;2016.11.02 00:00;104.582;105.03934254
89;2016.11.01 23:00;104.628;105.01768477
90;2016.11.01 22:00;104.817;105.00140222
91;2016.11.01 21:00;104.891;105.01663896
92;2016.11.01 20:00;104.831;105.04957967
93;2016.11.01 19:00;104.969;105.0782557
94;2016.11.01 18:00;104.934;105.10215976
95;2016.11.01 17:00;105.052;105.10855134
96;2016.11.01 16:00;104.932;105.10241017
97;2016.11.01 15:00;104.82;105.11624651
98;2016.11.01 14:00;104.839;105.12304807
