[2020.09.08 09:48:14 / lib_ea_2.mqh:1973][lib_ea_2.mqh:1961] op_Post_Take_Position
[lib_ea_2.mqh:1966]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-6_tester-1].(20200908_094814).(tickets-data).log

[2020.09.08 09:48:14 / lib_ea_2.mqh:2122]	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.09.08 10:40:01 / lib_ea_2.mqh:2427]	28365592	2020.09.08 04:40:00	77.34	77.358	77.34399999999999	77.351	77.31	77.282	77.312	77.327	77.306	77.372	77.364	77.34	-1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	-0.051	0.018	-0.016	0.007	-0.044	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-4	2	-2	1	-4	-3	3	2	-3	4	-1	-3	55.67378	50.71858	45.14762	46.87902	42.26683	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	43.95841	47.49722	45.16239	46.54538	40.28195	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	-0.507	-0.4964	-0.7912	-0.6555	-1.4835	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	6	5	5	5	6	6	5	5	5	3	3	4	
[2020.09.08 10:45:02 / lib_ea_2.mqh:2427]	28365621	2020.09.08 04:45:00	77.358	77.34399999999999	77.351	77.31	77.282	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	0.018	-0.016	0.007	-0.044	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	2	-2	1	-4	-3	3	2	-3	4	-1	-3	-1	50.71858	45.14762	46.87902	42.26683	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	47.49722	45.16239	46.54538	40.28195	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	-0.4964	-0.7912	-0.6555	-1.4835	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	5	5	5	6	6	5	5	5	3	3	4	4	
[2020.09.08 10:50:01 / lib_ea_2.mqh:2427]	28365673	2020.09.08 04:50:00	77.34399999999999	77.351	77.31	77.282	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-0.016	0.007	-0.044	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-2	1	-4	-3	3	2	-3	4	-1	-3	-1	3	45.14762	46.87902	42.26683	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	45.16239	46.54538	40.28195	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	-0.7912	-0.6555	-1.4835	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	5	5	6	6	5	5	5	3	3	4	4	3	
[2020.09.08 10:55:01 / lib_ea_2.mqh:2427]	28365713	2020.09.08 04:55:00	77.351	77.31	77.282	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	0.007	-0.044	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	1	-4	-3	3	2	-3	4	-1	-3	-1	3	-2	46.87902	42.26683	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	46.54538	40.28195	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	-0.6555	-1.4835	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	5	6	6	5	5	5	3	3	4	4	3	3	
[2020.09.08 11:00:03 / lib_ea_2.mqh:2427]	28365913	2020.09.08 05:00:00	77.31	77.282	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-0.044	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	-4	-3	3	2	-3	4	-1	-3	-1	3	-2	1	42.26683	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	40.28195	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	-1.4835	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	6	6	5	5	5	3	3	4	4	3	3	3	
[2020.09.08 11:05:01 / lib_ea_2.mqh:2427]	28366038	2020.09.08 05:05:00	77.282	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-0.027	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-3	3	2	-3	4	-1	-3	-1	3	-2	1	1	37.99388	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	36.72895	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	-1.9095	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	6	5	5	5	3	3	4	4	3	3	3	3	
[2020.09.08 11:10:02 / lib_ea_2.mqh:2427]	28366076	2020.09.08 05:10:00	77.312	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	0.03	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	3	2	-3	4	-1	-3	-1	3	-2	1	1	-2	42.50819	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	42.45352	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	-1.045	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	5	5	5	3	3	4	4	3	3	3	3	3	
[2020.09.08 11:15:02 / lib_ea_2.mqh:2427]	28366109	2020.09.08 05:15:00	77.327	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	0.015	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	2	-3	4	-1	-3	-1	3	-2	1	1	-2	2	46.43641	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	45.06929	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	-0.27485	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	5	5	3	3	4	4	3	3	3	3	3	3	
[2020.09.08 11:20:02 / lib_ea_2.mqh:2427]	28366130	2020.09.08 05:20:00	77.306	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-0.021	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	-3	4	-1	-3	-1	3	-2	1	1	-2	2	-1	43.56485	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	42.23981	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	-0.6161	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	5	3	3	4	4	3	3	3	3	3	3	3	
[2020.09.08 11:25:01 / lib_ea_2.mqh:2427]	28366171	2020.09.08 05:25:00	77.372	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	0.065	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	4	-1	-3	-1	3	-2	1	1	-2	2	-1	-1	44.63199	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	52.17322	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	0.0458	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	3	3	4	4	3	3	3	3	3	3	3	3	
[2020.09.08 11:30:02 / lib_ea_2.mqh:2427]	28366199	2020.09.08 05:30:00	77.364	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	-1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-0.008	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-1	-3	-1	3	-2	1	1	-2	2	-1	-1	-3	45.07841	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	51.05297	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	-0.204	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	3	4	4	3	3	3	3	3	3	3	3	4	
[2020.09.08 11:35:07 / lib_ea_2.mqh:2427]	28366343	2020.09.08 05:35:00	77.34	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-0.024	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	-3	-1	3	-2	1	1	-2	2	-1	-1	-3	-2	41.53096	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	47.81113	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	-0.7825	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	4	4	3	3	3	3	3	3	3	3	4	4	
[2020.09.08 11:40:00 / lib_ea_2.mqh:2427]	28366358	2020.09.08 05:40:00	77.33799999999999	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-0.004	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	-1	3	-2	1	1	-2	2	-1	-1	-3	-2	2	35.45298	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	47.54629	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	-0.57375	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	4	3	3	3	3	3	3	3	3	4	4	4	
[2020.09.08 11:45:01 / lib_ea_2.mqh:2427]	28366386	2020.09.08 05:45:00	77.366	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	77.33499999999999	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	0.027	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	0.004	3	-2	1	1	-2	2	-1	-1	-3	-2	2	1	36.93186	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	54.75671	51.50501	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	47.15069	-0.7634	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	0.21125	3	3	3	3	3	3	3	3	4	4	4	4	
[2020.09.08 11:50:03 / lib_ea_2.mqh:2427]	28366409	2020.09.08 05:50:00	77.352	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	77.33499999999999	77.343	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	-0.013	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	0.004	0.007	-2	1	1	-2	2	-1	-1	-3	-2	2	1	1	37.70137	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	54.75671	60.75598	49.53731	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	47.15069	48.54375	-0.8608	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	0.21125	0.5429	3	3	3	3	3	3	3	4	4	4	4	4	
[2020.09.08 11:55:02 / lib_ea_2.mqh:2427]	28366446	2020.09.08 05:55:00	77.35899999999999	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	77.33499999999999	77.343	77.343	1	1	-1	1	-1	1	-1	-1	1	1	1	1	0.006	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	0.004	0.007	0.001	1	1	-2	2	-1	-1	-3	-2	2	1	1	1	37.88683	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	54.75671	60.75598	56.53581	50.53199	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	47.15069	48.54375	48.54375	-0.81125	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	0.21125	0.5429	0.18135	3	3	3	3	3	3	4	4	4	4	4	4	
[2020.09.08 12:00:01 / lib_ea_2.mqh:2427]	28366477	2020.09.08 06:00:00	77.36499999999999	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	77.33499999999999	77.343	77.343	77.342	1	-1	1	-1	1	-1	-1	1	1	1	1	-1	0.005	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	0.004	0.007	0.001	-0.003	1	-2	2	-1	-1	-3	-2	2	1	1	1	-1	42.2423	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	54.75671	60.75598	56.53581	51.76692	51.39637	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	47.15069	48.54375	48.54375	48.36717	-0.338	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	0.21125	0.5429	0.18135	0.126	3	3	3	3	3	4	4	4	4	4	4	4	
[2020.09.08 12:05:01 / lib_ea_2.mqh:2427]	28366622	2020.09.08 06:05:00	77.349	77.367	77.36199999999999	77.36199999999999	77.33799999999999	77.318	77.331	77.33499999999999	77.343	77.343	77.342	77.331	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	-0.016	0.017	-0.005	0	-0.021	-0.019	0.013	0.004	0.007	0.001	-0.003	-0.012	-2	2	-1	-1	-3	-2	2	1	1	1	-1	-2	43.10859	48.13741	47.19526	47.85354	48.76062	50.66118	49.14848	54.75671	60.75598	56.53581	51.76692	51.66725	48.99331	51.6693	50.88866	50.88866	47.10364	44.21863	46.46222	47.15069	48.54375	48.54375	48.36717	46.41232	-0.27565	0.1352	-0.2726	0.2068	-0.196	-0.2314	-0.14	0.21125	0.5429	0.18135	0.126	0.2625	3	3	3	3	4	4	4	4	4	4	4	5	
