[2020.11.27 11:52:55 / lib_ea_2.mqh:2506][lib_ea_2.mqh:2494] op_Post_Take_Position
[lib_ea_2.mqh:2499]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201127_115255).(tickets-data).log

[2020.11.27 11:52:55 / lib_ea_2.mqh:2694]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	num-up-bars	num-down-bars	up/down-ratio	price-max	BB.loc	prev-N-bar	price-min	BB.loc	prev-N-bar	
[2020.11.27 11:54:50 / lib_ea_2.mqh:3176]	29284944	2020.11.27 04:55:00	76.559	76.536	76.54300000000001	76.559	76.548	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-0.006	-0.026	0.005	0.017	-0.014	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-1	-3	1	2	-2	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	30.77839	27.02907	28.50846	33.74989	32.51041	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	32.41239	30.18207	31.68798	35.05819	33.84964	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	-1.70005	-2.28625	-1.69125	-2.331	-1.914	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	6	6	5	5	5	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	11	10	1.1	76.625	2	1	76.511	4	9	
[2020.11.27 11:59:50 / lib_ea_2.mqh:3176]	29284970	2020.11.27 05:00:00	76.536	76.54300000000001	76.559	76.548	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	-1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	-0.026	0.005	0.017	-0.014	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	-3	1	2	-2	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	27.02907	28.50846	33.74989	32.51041	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	30.18207	31.68798	35.05819	33.84964	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	-2.28625	-1.69125	-2.331	-1.914	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	6	5	5	5	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	11	10	1.1	76.625	2	2	76.511	4	10	
[2020.11.27 12:04:50 / lib_ea_2.mqh:3176]	29285018	2020.11.27 05:05:00	76.54300000000001	76.559	76.548	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	0.005	0.017	-0.014	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	1	2	-2	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	28.50846	33.74989	32.51041	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	31.68798	35.05819	33.84964	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	-1.69125	-2.331	-1.914	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	5	5	5	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	12	9	1.333	76.627	2	1	76.511	4	11	
[2020.11.27 12:09:50 / lib_ea_2.mqh:3176]	29285046	2020.11.27 05:10:00	76.559	76.548	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	0.017	-0.014	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	2	-2	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	33.74989	32.51041	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	35.05819	33.84964	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	-2.331	-1.914	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	5	5	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	12	9	1.333	76.63800000000001	2	1	76.511	4	12	
[2020.11.27 12:14:50 / lib_ea_2.mqh:3176]	29285072	2020.11.27 05:15:00	76.548	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-0.014	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-2	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	32.51041	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	33.84964	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	-1.914	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	5	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	11	10	1.1	76.639	2	1	76.511	4	13	
[2020.11.27 12:19:53 / lib_ea_2.mqh:3176]	29285152	2020.11.27 05:20:00	76.554	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	76.61199999999999	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	0.007	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-0.026	1	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	-3	26.28667	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	63.60043	35.13353	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	49.64837	-2.1573	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	0.6432	5	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	3	11	10	1.1	76.639	2	2	76.511	4	14	
[2020.11.27 12:24:50 / lib_ea_2.mqh:3176]	29285164	2020.11.27 05:25:00	76.55800000000001	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	76.61199999999999	76.629	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	0.002	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-0.026	0.017	1	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	-3	2	31.77702	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	63.60043	69.5582	36.00515	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	49.64837	52.60372	-1.4706	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	0.6432	0.73125	4	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	3	2	11	10	1.1	76.639	2	3	76.511	4	15	
[2020.11.27 12:29:50 / lib_ea_2.mqh:3176]	29285209	2020.11.27 05:30:00	76.55800000000001	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	76.61199999999999	76.629	76.621	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-0.001	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-0.026	0.017	-0.008999999999999999	-1	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	-3	2	-1	31.51515	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	63.60043	69.5582	69.05956	36.00515	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	49.64837	52.60372	51.11751	-1.4809	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	0.6432	0.73125	0.5859	4	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	3	2	3	10	11	0.909	76.639	2	4	76.511	4	16	
[2020.11.27 12:34:55 / lib_ea_2.mqh:3176]	29285272	2020.11.27 05:35:00	76.568	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	76.61199999999999	76.629	76.621	76.629	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	0.01	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-0.026	0.017	-0.008999999999999999	0.008999999999999999	2	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	-3	2	-1	1	36.11412	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	63.60043	69.5582	69.05956	67.72727999999999	38.30168	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	49.64837	52.60372	51.11751	52.52929	-1.1904	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	0.6432	0.73125	0.5859	1.19635	4	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	3	2	3	3	11	10	1.1	76.639	2	5	76.511	4	17	
[2020.11.27 12:39:50 / lib_ea_2.mqh:3176]	29285295	2020.11.27 05:40:00	76.54300000000001	76.512	76.545	76.539	76.571	76.563	76.59999999999999	76.625	76.619	76.624	76.62	76.619	76.627	76.63800000000001	76.63800000000001	76.61199999999999	76.629	76.621	76.629	76.627	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-0.024	-0.031	0.034	-0.006	0.027	-0.007	0.038	0.024	-0.006	0.006	-0.005	-0.002	0.008	0.011	-0.001	-0.026	0.017	-0.008999999999999999	0.008999999999999999	-0.003	-3	-4	4	-1	3	-1	4	3	-1	1	-1	-1	1	2	-1	-3	2	-1	1	-1	32.13789	28.53543	32.26809	34.21309	37.97042	41.67475	47.17066	51.27965	56.23367	57.64267	62.53639	57.89133	63.8352	63.8143	62.73787	63.60043	69.5582	69.05956	67.72727999999999	67.81514	34.99669	31.45405	38.43713	37.70204	43.74223	42.65392	48.84959	52.49962	51.56995	52.31073	51.6455	51.47324	52.799	54.59446	54.59446	49.64837	52.60372	51.11751	52.52929	52.13306	-1.5594	-2.7324	-1.23825	-1.70885	-1.06015	-1.1342	-0.5661	-0.13855	0.1904	0.7081	0.6058	0.5639999999999999	1.2194	0.9595	0.69915	0.6432	0.73125	0.5859	1.19635	0.7906	4	5	4	4	3	3	2	1	1	1	2	2	2	2	2	3	2	3	3	3	10	11	0.909	76.639	2	6	76.511	4	18	
